runup_rank,symbol,name,runup_pct,runup_start_date,runup_end_date,runup_start_price,runup_end_price,runup_days,period_return_pct,amount_avg,amount_at_start,candidate_count,candidate_dates,has_pullback_confirm_candidate,candidate_only_filter_reasons,base_trade_count,base_entry_dates,base_best_return_pct,stable_trade_count,stable_entry_dates,stable_best_return_pct,nearest_date,stage_status,setup_score_at_anchor,candidate_ok_at_anchor,primary_anchor_reason,anchor_total_amount,anchor_distribution_score,anchor_pre20_return_pct,anchor_pre20_super_price_divergence,anchor_pre20_main_price_divergence,anchor_pre5_return_pct,anchor_pre5_super_price_divergence,anchor_launch_start,anchor_launch_end,anchor_pullback_confirm_date,anchor_pullback_reason,anchor_launch3_return_pct,anchor_launch3_max_drawdown_pct,anchor_launch3_super_net_ratio,anchor_launch3_main_net_ratio,anchor_launch3_add_buy_ratio,anchor_pullback_super_net_ratio,anchor_pullback_main_net_ratio,anchor_pullback_support_spread_avg,anchor_confirm_distribution_score,anchor_launch_cancel_buy_to_add_buy,anchor_launch_cancel_buy_to_add_buy_vs_hist,reason_bucket,recommended_owner,next_action
11,sh603115,海星股份,130.72,2026-03-09,2026-04-24,26.82,61.88,32,89.29,500325022.6,309620479.0,0,,False,,0,,,0,,,2026-03-09,setup_rejected,19.26,False,setup_score<50;前20日涨幅>12,309620479.0,69.05,26.25,-0.22989,-0.22798,-6.18,0.08726,2026-03-09,2026-03-11,2026-03-12,pullback_absorption_confirm,10.62,0.0,0.05756,0.03192,1.31967,0.00741,0.06219,0.03288,36.0,0.5427,1.1346,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
12,sh600488,津药药业,129.35,2026-03-23,2026-04-08,3.68,8.44,12,46.41,473031475.75,61254057.12,0,,False,,0,,,0,,,2026-03-23,setup_rejected,43.46,False,成交额<2.5亿;setup_score<50,61254057.12,33.44,-6.76,0.06684,0.0257,-4.76,0.03381,2026-03-23,2026-03-25,,no_pullback_confirm,7.32,0.0,0.01847,0.05313,1.10524,,,,,0.49453,0.9526,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
13,sh603629,利通电子,124.23,2026-03-09,2026-04-23,53.08,119.02,31,69.99,2504073679.42,2530242018.39,0,,False,,0,,,0,,,2026-03-09,setup_rejected,48.95,False,setup_score<50;前20日涨幅>12,2530242018.39,26.0,36.44,-0.3444,-0.3655,-12.8,0.11469,2026-03-09,2026-03-11,2026-03-16,pullback_absorption_confirm,8.62,-1.26,0.05972,0.0771,0.92739,0.00732,-0.01676,-0.002,43.19,0.40564,0.9309,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
14,sh600683,京投发展,124.22,2026-03-02,2026-04-24,6.4,14.35,37,99.56,376822579.56,220982861.33,0,,False,,0,,,0,,,2026-03-02,setup_rejected,26.59,False,成交额<2.5亿;setup_score<50;前20日涨幅>12,220982861.33,52.0,47.91,-0.45422,-0.46354,-6.66,0.08813,2026-03-06,2026-03-10,2026-03-11,pullback_absorption_confirm,4.14,0.0,0.0176,-0.00024,1.0884,-0.01526,0.02063,-0.02074,36.93,0.50121,0.9407,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
15,sz002297,博云新材,122.5,2026-03-23,2026-04-24,10.09,22.45,22,66.05,700273974.18,290613011.9,0,,False,,0,,,0,,,2026-03-23,setup_ok_no_launch,57.77,True,候选通过但未找到启动3日,290613011.9,72.37,-13.92,0.11887,0.10159,-7.91,0.03235,,,,no_launch,,,,,,,,,,,,启动识别缺失,资金流回调稳健策略,优化启动识别
16,sz002082,万邦德,122.06,2026-03-04,2026-04-07,16.32,36.24,24,55.31,977933847.54,158675194.35,0,,False,,0,,,0,,,2026-03-04,setup_rejected,30.71,False,成交额<2.5亿;setup_score<50,158675194.35,52.08,2.69,-0.01707,-0.01349,-8.15,0.05199,2026-03-05,2026-03-09,2026-03-19,pullback_absorption_confirm,11.74,0.0,0.09567,0.11595,2.72668,0.02755,0.04498,0.00184,12.0,0.04141,21.4,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
17,sz002361,神剑股份,121.81,2026-03-24,2026-04-23,10.73,23.8,20,56.19,3128932019.79,623815626.05,1,2026-03-18,True,v1_3_ladder_pull_filter:1,0,,,0,,,2026-03-24,anchor_chain_passed,79.77,True,锚点附近链路可通过,623815626.05,54.89,-18.84,0.1981,0.17677,-9.17,0.06496,2026-03-24,2026-03-26,2026-03-27,pullback_absorption_confirm,11.71,0.0,0.13814,0.13531,1.83646,0.26169,0.23961,1.31472,21.76,0.00762,23.2459,被撤买单风险过滤,组合风险模块复核,研究强资金豁免
18,sz002432,九安医疗,119.36,2026-03-02,2026-04-23,43.28,94.94,36,66.99,2712494917.8,2443508391.82,0,,False,,0,,,0,,,2026-03-02,setup_rejected,18.76,False,setup_score<50;资金价格背离不足,2443508391.82,22.0,3.93,-0.04184,-0.0566,6.12,-0.04003,2026-03-02,2026-03-04,2026-03-09,pullback_absorption_confirm,4.42,0.0,0.08174,0.04952,1.63031,0.03914,0.07485,0.03007,18.33,0.0,0.0,资金流特征不足,消息事件重估策略,需要新闻/公司研究解释
19,sz002957,科瑞技术,116.96,2026-03-23,2026-04-21,23.76,51.55,20,61.34,941242862.1,485251854.28,0,,False,,0,,,0,,,2026-03-23,anchor_chain_passed,52.07,True,锚点附近链路可通过,485251854.28,73.35,-15.4,0.16343,0.14819,-1.19,0.00891,2026-03-26,2026-03-30,2026-03-31,pullback_absorption_confirm,6.14,0.0,-0.00387,0.01441,1.47103,0.00715,0.01608,-0.08524,45.64,0.00012,0.0842,链路可过但未进Top10,资金流回调稳健策略,优化排序/每日容量
20,sh601869,长飞光纤,115.62,2026-03-09,2026-04-23,196.12,422.88,31,51.87,5240256218.6,2733032113.12,0,,False,,0,,,0,,,2026-03-09,setup_rejected,37.54,False,setup_score<50;前20日涨幅>12,2733032113.12,69.51,34.07,-0.34286,-0.37352,-12.05,0.11156,2026-03-09,2026-03-11,2026-03-12,pullback_absorption_confirm,17.64,0.0,0.08321,0.05336,1.31116,-0.04409,-0.04989,0.06604,65.93,0.55711,1.1902,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
21,sz002990,盛视科技,114.55,2026-03-04,2026-04-24,25.22,54.11,35,103.88,402661304.2,62343192.0,0,,False,,0,,,0,,,2026-03-04,setup_rejected,69.5,False,成交额<2.5亿,62343192.0,49.51,-11.23,0.09288,0.10196,-9.22,0.05504,,,,no_launch,,,,,,,,,,,,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
22,sz002328,新朋股份,113.62,2026-03-24,2026-04-17,6.24,13.33,17,60.46,673768095.3,222799419.48,0,,False,,0,,,0,,,2026-03-24,setup_rejected,73.08,False,成交额<2.5亿,222799419.48,22.0,-10.64,0.11359,0.11098,-5.2,0.09711,2026-03-25,2026-03-27,,no_pullback_confirm,5.77,-3.85,0.12207,0.09597,2.08768,,,,,0.06056,15.8228,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
23,sh603687,大胜达,113.11,2026-03-16,2026-04-17,9.76,20.8,23,52.09,995412971.16,145306931.0,0,,False,,0,,,0,,,2026-03-16,setup_rejected,39.33,False,成交额<2.5亿;setup_score<50,145306931.0,89.12,-15.43,0.11853,0.09172,-1.98,-0.05929,2026-03-16,2026-03-18,,no_pullback_confirm,11.27,0.0,0.03649,0.0017,1.39565,,,,,0.57608,1.2354,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
24,sz002428,云南锗业,112.97,2026-03-19,2026-04-23,38.86,82.76,23,68.83,4435436847.11,1359013011.98,0,,False,,0,,,0,,,2026-03-19,setup_rejected,36.63,False,setup_score<50;前20日涨幅>12,1359013011.98,65.78,15.8,-0.1517,-0.17562,-9.79,0.06089,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,19.29,0.0,0.08015,0.09196,1.62102,0.15505,0.11179,0.6694,12.0,0.0034,2.1967,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
25,sh600666,奥瑞德,112.64,2026-03-04,2026-04-20,3.56,7.57,32,54.78,2483240659.07,394487186.4,0,,False,,0,,,0,,,2026-03-04,setup_rejected,34.32,False,setup_score<50,394487186.4,58.39,-2.15,0.0304,-0.0011,-7.61,0.05536,2026-03-04,2026-03-06,,no_pullback_confirm,11.05,0.0,0.10991,0.10357,1.43417,,,,,0.56755,1.4164,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
26,sh600105,永鼎股份,111.53,2026-03-24,2026-04-24,24.11,51.0,21,60.37,4824155111.02,2254752936.9,1,2026-03-27,False,,0,,,0,,,2026-03-24,anchor_chain_passed,60.7,True,锚点附近链路可通过,2254752936.9,74.0,-8.89,0.09039,0.0783,-6.46,0.03839,2026-03-26,2026-03-30,2026-04-01,pullback_absorption_confirm,9.06,0.0,0.05742,0.05229,0.85428,0.1749,0.16715,-0.16151,52.0,0.42731,1.1136,有发现但无回调买点,趋势中继策略,研究无标准回调的中继买点
27,sz003036,泰坦股份,109.02,2026-03-04,2026-04-24,16.07,33.59,35,91.94,318153260.37,75161012.62,0,,False,,0,,,0,,,2026-03-04,setup_rejected,38.72,False,成交额<2.5亿;setup_score<50,75161012.62,44.91,2.57,-0.00853,-0.00499,-10.5,0.06797,2026-03-04,2026-03-06,2026-03-25,pullback_absorption_confirm,8.61,-1.26,0.05827,0.05383,2.49583,-0.00836,0.01386,-0.06079,22.0,0.11402,0.0,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
28,sh605299,舒华体育,106.55,2026-03-04,2026-04-08,11.61,23.98,25,72.83,673781758.51,80759575.0,0,,False,,0,,,0,,,2026-03-04,setup_rejected,0.09,False,成交额<2.5亿;setup_score<50,80759575.0,83.28,7.34,-0.0973,-0.11064,-5.66,0.02668,,,,no_launch,,,,,,,,,,,,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
29,sh603773,沃格光电,104.84,2026-04-07,2026-04-23,32.22,66.0,11,46.7,708861023.05,265543063.59,0,,False,,0,,,0,,,2026-04-07,setup_rejected,41.94,False,setup_score<50,265543063.59,68.14,-11.25,0.11536,0.09912,-0.15,-0.01854,2026-04-07,2026-04-09,,no_pullback_confirm,19.21,0.0,0.12086,0.12448,1.74998,,,,,0.67648,1.5773,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
30,sz002528,ST英飞拓,103.24,2026-03-04,2026-04-20,2.78,5.65,32,80.57,139117236.06,98615333.91,0,,False,,0,,,0,,,2026-03-04,setup_rejected,7.58,False,成交额<2.5亿;setup_score<50;前20日涨幅>12;资金价格背离不足,98615333.91,12.0,20.58,-0.19408,-0.15421,0.34,-0.00771,2026-03-04,2026-03-06,,no_pullback_confirm,5.98,0.0,-0.00187,0.05444,1.95608,,,,,8e-05,0.0,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
31,sz000533,顺钠股份,102.79,2026-03-03,2026-03-18,10.77,21.84,12,16.68,1989514692.46,1069945940.71,1,2026-04-24,False,,0,,,0,,,2026-03-03,setup_rejected,26.08,False,setup_score<50;前20日涨幅>12,1069945940.71,43.05,25.03,-0.22765,-0.25465,-2.82,0.02053,2026-03-03,2026-03-05,,no_pullback_confirm,21.02,0.0,0.19291,0.16274,2.9318,,,,,0.02806,80.9234,有发现但无回调买点,趋势中继策略,研究无标准回调的中继买点
32,sh600234,科新发展,101.95,2026-03-23,2026-04-23,12.85,25.95,21,66.26,103978574.66,60983375.0,0,,False,,0,,,0,,,2026-03-23,setup_rejected,41.05,False,成交额<2.5亿;setup_score<50,60983375.0,36.28,-3.89,0.06674,0.04639,-2.46,0.02311,2026-03-23,2026-03-25,2026-03-31,pullback_absorption_confirm,17.29,0.0,0.02024,0.01805,1.585,0.02469,-0.06301,-0.03027,62.99,0.66079,1.2521,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
33,sh600743,华远控股,99.44,2026-03-23,2026-04-15,1.77,3.53,17,23.96,176876423.18,79914415.8,0,,False,,0,,,0,,,2026-03-23,setup_rejected,25.24,False,成交额<2.5亿;setup_score<50,79914415.8,36.0,-2.5,0.0176,0.02764,-1.52,-0.01571,2026-03-23,2026-03-25,2026-04-07,pullback_absorption_confirm,7.78,0.0,-0.03267,0.02803,1.33066,0.25061,0.24925,0.33163,31.13,0.56302,0.9438,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
34,sz002636,金安国纪,98.95,2026-03-09,2026-04-23,23.81,47.37,31,51.56,1509484208.43,680955759.56,0,,False,,0,,,0,,,2026-03-09,setup_rejected,29.6,False,setup_score<50,680955759.56,48.98,7.08,-0.04796,-0.04624,-4.66,0.05723,2026-03-09,2026-03-11,2026-03-13,pullback_absorption_confirm,12.87,0.0,0.02384,0.00484,1.80125,0.01041,0.06907,-0.07653,34.24,0.02277,29.8255,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
35,sh605365,立达信,98.81,2026-03-23,2026-04-23,16.83,33.46,21,51.62,188443089.04,88400879.84,0,,False,,0,,,0,,,2026-03-23,setup_rejected,59.48,False,成交额<2.5亿,88400879.84,80.96,-9.36,0.11581,0.0942,-9.85,0.12813,2026-03-26,2026-03-30,,no_pullback_confirm,8.18,0.0,-0.0246,0.03174,1.20111,,,,,0.55501,1.1727,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
36,sh603906,龙蟠科技,95.13,2026-03-04,2026-04-24,17.04,33.25,35,80.09,974265034.99,195459344.48,0,,False,,0,,,0,,,2026-03-04,setup_rejected,33.66,False,成交额<2.5亿;setup_score<50,195459344.48,69.5,-5.54,0.04513,0.00901,-7.45,0.06049,2026-03-09,2026-03-11,2026-03-23,pullback_absorption_confirm,4.41,0.0,0.05355,0.08186,0.99157,0.02992,0.0593,-0.10177,52.0,0.48056,1.1295,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
37,sh603618,杭电股份,95.11,2026-03-04,2026-04-24,16.98,33.13,35,66.72,2221640723.99,1855477662.16,0,,False,,0,,,0,,,2026-03-04,setup_rejected,15.0,False,setup_score<50;前20日涨幅>12;前5日涨幅>8;资金价格背离不足,1855477662.16,31.76,114.68,-1.13002,-1.14101,23.65,-0.22802,,,,no_launch,,,,,,,,,,,,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
38,sz000720,新能泰山,95.11,2026-03-04,2026-04-08,3.68,7.18,25,21.56,653340032.22,137268594.59,0,,False,,0,,,0,,,2026-03-04,setup_rejected,23.21,False,成交额<2.5亿;setup_score<50,137268594.59,16.38,1.08,-0.0153,-0.00528,-4.35,0.02595,2026-03-04,2026-03-06,2026-03-09,pullback_absorption_confirm,13.7,0.0,0.1561,0.11358,2.79416,-0.11217,-0.08074,0.07789,52.6,0.09048,3060.7977,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
39,sz002491,通鼎互联,94.86,2026-03-23,2026-04-23,9.34,18.2,21,40.74,2450075928.39,973456062.67,0,,False,,0,,,0,,,2026-03-23,setup_rejected,35.19,False,setup_score<50,973456062.67,67.48,3.55,-0.01157,-0.03425,-8.48,0.08333,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,21.02,0.0,0.17074,0.14585,2.85159,0.0266,0.00938,-0.12241,41.98,0.02087,8.1634,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
40,sz001400,江顺科技,94.85,2026-03-05,2026-04-21,112.91,220.0,32,49.11,409533370.28,216799852.32,0,,False,,0,,,0,,,2026-03-05,setup_rejected,12.83,False,成交额<2.5亿;setup_score<50;前20日涨幅>12,216799852.32,48.5,21.77,-0.19004,-0.1826,0.15,0.02553,2026-03-05,2026-03-09,2026-03-10,pullback_absorption_confirm,16.0,0.0,0.07707,0.09866,2.20036,0.25275,0.2537,0.97868,26.89,0.03381,2.4018,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
41,sh600961,株冶集团,94.74,2026-03-24,2026-04-24,15.96,31.08,21,16.19,601095648.11,376439433.78,0,,False,,0,,,0,,,2026-03-24,setup_ok_no_launch,87.0,True,候选通过但未找到启动3日,376439433.78,36.0,-22.63,0.20227,0.19533,-15.7,0.1219,,,,no_launch,,,,,,,,,,,,启动识别缺失,资金流回调稳健策略,优化启动识别
42,sz002787,华源控股,94.01,2026-03-23,2026-04-24,11.02,21.38,22,59.55,213953259.69,148049104.5,0,,False,,0,,,0,,,2026-03-23,setup_rejected,26.43,False,成交额<2.5亿;setup_score<50,148049104.5,59.99,-5.12,0.03182,0.02035,-4.97,0.00876,2026-03-24,2026-03-26,2026-03-27,pullback_absorption_confirm,7.59,0.0,0.00192,0.03423,1.45876,0.01072,0.02536,-0.08908,46.05,6e-05,0.1337,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
43,sh600722,金牛化工,93.99,2026-03-02,2026-03-17,10.32,20.02,12,35.56,1747062206.75,166113599.28,1,2026-04-23,False,,0,,,0,,,2026-03-02,setup_rejected,30.79,False,成交额<2.5亿;setup_score<50;前20日涨幅>12,166113599.28,50.0,26.08,-0.23386,-0.25499,-9.28,0.15526,2026-03-02,2026-03-04,2026-03-06,pullback_absorption_confirm,16.09,0.0,0.03844,0.00289,1.26074,0.04689,0.02371,0.04735,36.0,0.0,0.0,有发现但无回调买点,趋势中继策略,研究无标准回调的中继买点
44,sh603738,泰晶科技,93.63,2026-03-09,2026-04-24,21.02,40.7,32,66.15,1349348201.79,954007622.85,0,,False,,0,,,0,,,2026-03-09,setup_rejected,7.52,False,setup_score<50;前20日涨幅>12;资金价格背离不足,954007622.85,74.0,45.64,-0.4451,-0.4614,-2.5,-0.00092,2026-03-12,2026-03-16,2026-03-19,pullback_absorption_confirm,9.8,-0.3,0.04692,0.08757,1.31632,-0.01187,0.01231,-0.02615,32.38,0.58786,1.4536,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
45,sh603016,新宏泰,93.47,2026-03-04,2026-04-24,30.0,58.04,35,80.42,251924448.55,65204575.5,0,,False,,0,,,0,,,2026-03-04,setup_rejected,34.52,False,成交额<2.5亿;setup_score<50,65204575.5,67.51,-1.72,0.0238,0.01802,-8.54,0.07787,,,,no_launch,,,,,,,,,,,,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
46,sh603950,长源东谷,90.87,2026-03-23,2026-04-23,36.58,69.82,11,25.37,662128462.47,326239360.0,0,,False,,0,,,0,,,2026-03-23,setup_rejected,28.38,False,setup_score<50,326239360.0,58.32,10.56,-0.12275,-0.13102,-9.38,0.09698,2026-03-23,2026-04-09,,no_pullback_confirm,21.0,0.0,0.11306,0.08921,1.99968,,,,,2.26756,5.0926,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
47,sh603256,宏和科技,90.28,2026-03-24,2026-04-23,59.68,113.56,20,36.78,1932913249.2,957141007.68,0,,False,,0,,,0,,,2026-03-24,anchor_chain_passed,80.0,True,锚点附近链路可通过,957141007.68,52.0,-22.59,0.21306,0.19238,-7.62,0.04094,2026-03-26,2026-03-30,2026-03-31,pullback_absorption_confirm,8.92,-0.95,0.08938,0.12056,1.69658,0.00301,-0.00102,0.02706,32.59,0.6772,1.5487,链路可过但未进Top10,资金流回调稳健策略,优化排序/每日容量
48,sz002342,巨力索具,88.89,2026-03-23,2026-04-21,11.34,21.42,20,24.43,2516384588.35,1117802191.73,4,"2026-03-16,2026-03-23,2026-03-26,2026-04-08",True,v1_3_ladder_pull_filter:1,2,"2026-04-09,2026-04-09",30.63,2,"2026-04-09,2026-04-09",30.63,2026-03-23,anchor_chain_passed,98.7,True,锚点附近链路可通过,1117802191.73,38.0,-37.41,0.36664,0.32974,-15.93,0.17973,2026-03-26,2026-03-30,2026-04-08,pullback_absorption_confirm,7.03,0.0,0.02466,0.04421,1.40174,0.13847,0.11828,0.44592,12.0,0.00028,0.1642,当前策略已抓到,资金流回调稳健策略,保留
49,sz002947,恒铭达,88.22,2026-03-09,2026-04-24,44.5,83.76,32,73.87,727929163.42,353913624.8,0,,False,,0,,,0,,,2026-03-09,setup_rejected,12.45,False,setup_score<50;资金价格背离不足,353913624.8,22.0,6.14,-0.05449,-0.06619,-1.48,0.00154,,,,no_launch,,,,,,,,,,,,资金流特征不足,消息事件重估策略,需要新闻/公司研究解释
50,sz002824,和胜股份,87.81,2026-03-23,2026-04-17,16.57,31.12,18,24.6,394843225.12,245790820.93,0,,False,,0,,,0,,,2026-03-23,setup_rejected,68.07,False,成交额<2.5亿,245790820.93,75.52,-18.77,0.17618,0.16518,-9.1,0.07379,2026-03-25,2026-03-27,,no_pullback_confirm,6.4,-0.51,0.00636,0.06419,1.4117,,,,,6e-05,0.369,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
