symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name,observe_date,entry_signal_date,buy_point_reason,confirm_date,confirm_return_1d_pct,confirm_amount_anomaly_20d,confirm_super_net_ratio,confirm_main_net_ratio,confirm_super3_ratio,confirm_main3_ratio,confirm_support_pressure_spread,confirm_active_buy_strength,confirm_close_vs_20d_high_pct,confirm_pullback_from_observe_peak_pct,confirm_cancel_buy_ratio,confirm_add_sell_ratio,prior3_amount_anomaly_avg,buy_point_type
sz000822,2026-03-03,70.79,19.24,7.6,4.83,-14.07,-0.14,1035377088.0200001,2.4289252763409874,4.322766570605174,4.072714517049995,-0.0692777644878837,0.03471,0.03265,0.00211,0.0071,0.55,0.5,0.2,55.81,84.83,57.43,100.0,9,趋势中继原型,2026-03-03,2026-03-05,回踩均线承接,2026-03-05,1.06,0.999,0.00573,-0.03126,0.04318,-0.03155,-0.06254,-3.12624,-11.05,-14.78,0.0003,1.49037,1.92,回踩均线承接
sh600681,2026-03-04,72.53,12.0,12.8,12.0,-15.34,-1.47,773000677.0000001,4.06588080097584,-1.4705882352941013,5.774269752677078,0.1663174572355512,0.06127,0.0276,0.10322,0.0747,0.7,0.65,0.4,51.14,100.0,55.37,83.39,3,趋势中继原型,2026-03-04,2026-03-05,回踩均线承接,2026-03-05,-2.99,2.055,0.03243,0.04494,0.45564,0.47498,0.12371,4.49415,-4.41,-8.4,0.49312,0.96945,2.748,回踩均线承接
sz002267,2026-03-04,66.8,13.14,14.58,15.31,-15.49,-3.98,664357071.16,4.183501140110499,-3.9823008849557473,6.930753019547641,0.04030712850432039,0.04576,0.03521,0.07636,0.07533,0.6,0.45,0.4,50.48,91.43,48.45,75.44,6,趋势中继原型,2026-03-04,2026-03-06,回踩均线承接,2026-03-06,-1.56,1.244,-0.00705,-0.06007,-0.04852,0.03229,0.01611,-6.0066,-10.5,-11.27,0.00026,1.41291,4.183,回踩均线承接
sz002041,2026-03-04,62.41,13.64,10.05,6.48,-16.34,0.57,1239553461.66,2.0602566776826583,7.043478260869573,0.10266113720467729,-0.02191497017290467,0.02544,0.01583,-0.00052,-0.0019,0.55,0.45,0.4,50.8,62.0,61.87,100.0,10,趋势中继原型,2026-03-04,2026-03-10,回踩均线承接,2026-03-10,-1.21,0.899,0.01192,-0.08823,-0.02023,-0.25685,-0.12675,-8.82348,-9.05,-12.3,5e-05,1.45641,1.46,回踩均线承接
sh600860,2026-03-05,75.86,23.52,11.73,4.28,-13.62,5.45,1368807467.4900005,3.2808865850791995,6.796769851951545,9.54649654195832,0.07350921697885571,0.03265,0.03214,0.0431,0.05047,0.4,0.4,0.6,65.0,74.29,81.44,100.0,2,趋势中继原型,2026-03-05,2026-03-10,回踩均线承接,2026-03-10,1.99,1.328,-0.00729,0.0412,-0.09212,-0.15951,-0.10045,4.11966,-3.88,-12.18,0.38946,0.9279,2.35,回踩均线承接
sh603826,2026-03-05,70.25,26.14,11.68,3.01,-14.51,2.42,554223903.57,2.0744198209676235,3.7211493170042242,12.151246118437065,-0.01077882081866155,0.03634,0.03018,0.01876,0.02214,0.5,0.4,0.6,68.32,78.64,61.95,67.38,5,趋势中继原型,2026-03-05,2026-03-10,回踩均线承接,2026-03-10,2.35,0.923,0.04694,0.10085,0.09596,0.29362,-0.05137,10.08524,-0.29,-13.26,0.35959,1.02023,1.664,回踩均线承接
sh603057,2026-03-05,69.25,18.59,13.02,-0.15,-20.86,-0.98,252055071.42000002,1.6583021075242423,3.9192041000904343,20.588960066400077,0.006686977454984255,0.01977,0.05275,0.04833,0.0951,0.45,0.7,0.6,59.81,100.0,51.69,33.88,6,趋势中继原型,2026-03-05,2026-03-06,回踩均线承接,2026-03-06,-1.1,1.284,0.06012,0.09136,0.16704,0.33452,-0.01908,9.13637,-3.43,-8.56,0.52285,1.0431,1.436,回踩均线承接
sh600149,2026-03-05,69.06,31.76,15.59,13.52,-15.06,-1.43,660370053.77,2.8040557305718554,-1.4347202295552308,0.17561145805740708,0.01750320027992336,0.01739,0.01389,0.02206,0.03252,0.55,0.45,0.6,79.04,73.65,48.23,75.15,7,趋势中继原型,2026-03-05,2026-03-06,回踩均线承接,2026-03-06,3.78,1.811,0.00301,0.03214,0.08444,0.16883,-0.01391,3.21449,-6.92,-13.58,0.45138,1.0111,2.5,回踩均线承接
sz002357,2026-03-05,64.84,31.26,10.54,2.43,-14.27,-2.72,489160819.99999994,1.6558359991520004,0.31172069825435855,6.0908340941942285,0.06405425624644234,-1e-05,0.03466,-0.00208,0.01813,0.4,0.65,0.6,72.54,64.78,61.15,51.15,10,趋势中继原型,2026-03-05,2026-03-06,回踩均线承接,2026-03-06,0.5,0.772,0.01894,0.062,0.40768,0.44147,-0.15386,6.19986,-2.24,-5.83,0.00016,1.54684,1.314,回踩均线承接
sz002913,2026-03-06,80.39,22.19,14.21,-1.25,-20.75,5.36,1023563205.1599998,3.4295794446968624,10.002070822116371,9.662496121530666,0.7687290912601763,0.02363,0.03811,0.03121,0.04898,0.45,0.7,0.8,65.5,96.68,67.58,100.0,1,趋势中继原型,2026-03-06,2026-03-11,回踩均线承接,2026-03-11,0.19,1.814,0.00983,0.04455,-0.02361,0.10539,-0.04351,4.45459,-3.28,-13.17,0.00174,1.52756,2.929,回踩均线承接
sh600468,2026-03-06,71.92,19.08,17.28,9.9,-15.67,2.11,1580979449.5800002,4.285151308831532,2.1052631578947434,-9.942022265485907,0.0058609631152771735,0.06944,0.04918,0.101,0.07938,0.65,0.35,0.8,64.25,95.71,36.59,100.0,6,趋势中继原型,2026-03-06,2026-03-13,回踩均线承接,2026-03-13,3.13,1.85,0.04272,0.03256,-0.01418,-0.07108,-0.1635,3.25646,-4.92,-10.7,0.33677,1.13467,1.818,回踩均线承接
sz002937,2026-03-06,66.33,15.1,8.07,6.77,-15.27,0.25,247025019.45,0.9672929293569381,3.4795215657847045,9.436518212568451,0.069319163654457,0.0157,0.00751,0.03731,0.03208,0.65,0.45,0.8,50.91,93.16,69.64,10.48,9,趋势中继原型,2026-03-06,2026-03-09,回踩均线承接,2026-03-09,-2.8,1.172,0.04448,0.05343,0.08188,0.10762,0.17124,5.34261,-3.88,-7.66,2e-05,1.46576,1.015,回踩均线承接
sz002126,2026-03-06,65.64,39.01,10.16,5.19,-14.47,3.68,2102625567.55,1.3018014053009968,5.908736349453991,4.6996793725447645,-0.17754751799912305,0.00601,0.01783,-0.00697,0.01202,0.45,0.6,0.8,83.51,51.04,60.22,76.73,10,趋势中继原型,2026-03-06,2026-03-10,回踩均线承接,2026-03-10,2.63,0.774,0.011,-0.04188,0.00982,0.03349,-0.1532,-4.18845,-4.35,-10.44,0.00034,1.46767,1.098,回踩均线承接
sz002384,2026-03-10,82.5,27.55,24.5,3.54,-20.96,9.49,9450955292.660002,1.5149757500614383,9.995928338762216,4.327317040930495,0.4579495504027349,0.03602,0.03195,0.02544,0.03156,0.75,0.7,1.0,77.56,97.33,67.13,83.83,1,趋势中继原型,2026-03-10,2026-03-12,回踩均线承接,2026-03-12,4.29,1.237,0.06352,0.02302,0.07308,-0.00204,0.06147,2.30172,-2.1,-9.36,0.00272,1.2991,1.452,回踩均线承接
sz002730,2026-03-10,78.58,20.79,15.14,10.43,-14.55,3.91,1104549423.99,4.075286063688939,3.9123630672926346,4.827088527863179,-0.007430190339834386,0.03548,0.05284,0.03873,0.06486,0.55,0.65,1.0,64.53,95.71,62.88,100.0,2,趋势中继原型,2026-03-10,2026-03-13,回踩均线承接,2026-03-13,-1.29,1.136,-0.00518,0.01457,-0.02371,-0.00419,-0.07211,1.45724,-5.42,-8.82,9e-05,1.50534,2.693,回踩均线承接
sz002733,2026-03-10,69.27,17.43,18.08,5.5,-21.95,-2.92,1457662556.3500004,3.2552477127770407,4.283290924512295,12.069050289013411,0.5021365346262292,0.02652,0.0246,0.03749,0.0393,0.2,0.4,1.0,61.11,74.29,59.74,100.0,4,趋势中继原型,2026-03-10,2026-03-16,回踩均线承接,2026-03-16,3.0,1.642,0.01879,0.00926,-0.04827,-0.02931,0.1221,0.92637,-0.21,-14.87,0.0009,1.32222,3.189,回踩均线承接
sh600645,2026-03-10,66.99,22.23,18.01,15.28,-19.42,0.35,602665677.19,1.7892011594363104,1.8512504059759571,2.4666559358935203,-0.029472179057577597,0.02777,0.02917,0.03646,0.03949,0.5,0.45,1.0,68.95,82.86,43.65,63.9,9,趋势中继原型,2026-03-10,2026-03-12,回踩均线承接,2026-03-12,0.55,1.225,0.00546,0.02876,-0.03449,-0.029,-0.04048,2.87624,-1.86,-4.26,0.3825,0.97339,2.248,回踩均线承接
sz001216,2026-03-10,66.73,12.55,11.63,8.91,-15.26,2.25,507242992.25000006,2.5179442283237785,6.03700097370985,13.726053060124844,0.004081708868596268,0.02905,0.00795,0.0432,0.0309,0.5,0.3,1.0,50.81,79.27,69.39,63.94,10,趋势中继原型,2026-03-10,2026-03-11,回踩均线承接,2026-03-11,1.06,1.838,0.00369,0.03302,0.12693,0.18013,0.02798,3.30222,-0.59,-9.92,0.00105,1.39681,2.012,回踩均线承接
sz002432,2026-03-11,72.7,28.47,18.46,4.33,-19.4,8.98,2423736024.13,2.021653086528122,10.000000000000009,14.12984046284204,1.1934323330150136,0.03555,0.01616,0.03467,0.01672,0.4,0.45,1.0,77.37,62.58,70.34,100.0,3,趋势中继原型,2026-03-11,2026-03-17,回踩均线承接,2026-03-17,0.26,0.915,-0.02366,0.01423,-0.17704,-0.1579,-0.0226,1.42284,-11.09,-14.36,0.00064,1.38488,1.558,回踩均线承接
sh603301,2026-03-11,71.93,30.5,2.02,0.8,-9.38,1.43,539552903.49,1.2451193529944635,5.07048410009836,2.1888865769432186,-0.20194465622409435,0.0226,0.01694,0.0119,0.05097,0.5,0.7,1.0,65.3,89.15,68.08,41.15,5,趋势中继原型,2026-03-11,2026-03-12,回踩均线承接,2026-03-12,-3.28,0.888,0.01157,0.12292,-0.00086,0.16939,0.02873,12.29249,-5.57,-7.86,0.43841,1.17081,0.912,回踩均线承接
sz000967,2026-03-11,70.1,21.05,9.86,9.05,-14.01,7.23,1109645772.22,3.498922199287783,7.840909090909087,2.550932501943322,0.5291940987484585,0.00134,0.02355,-0.00394,0.04192,0.55,0.6,1.0,60.15,61.98,81.45,100.0,9,趋势中继原型,2026-03-11,2026-03-16,回踩均线承接,2026-03-16,-1.67,1.08,0.03536,0.01283,-0.18174,-0.18794,-0.04526,1.28282,-8.76,-10.0,6e-05,1.41554,2.274,回踩均线承接
sh603629,2026-03-12,77.7,46.32,18.7,9.27,-21.82,-2.19,3015817963.3599997,1.3507415739351043,1.6943784639746662,6.742354617897988,0.013296797342277844,0.02635,0.01675,0.03151,0.03712,0.5,0.55,1.0,98.48,84.09,43.57,78.36,1,趋势中继原型,2026-03-12,2026-03-16,回踩均线承接,2026-03-16,-0.41,0.627,0.00732,-0.01676,0.08074,0.11577,-0.002,-1.67634,-6.88,-9.46,0.43004,1.00583,1.216,回踩均线承接
sz000833,2026-03-12,76.66,44.77,16.31,15.0,-21.59,-4.6,2299209109.05,1.7040556272022944,0.181686046511631,3.316733361042971,0.022031284353657643,0.03317,0.03058,0.02671,0.02736,0.6,0.55,1.0,91.53,85.96,40.41,90.14,2,趋势中继原型,2026-03-12,2026-03-16,回踩均线承接,2026-03-16,-1.57,1.236,-0.00796,-0.02,0.0746,0.0595,-0.08796,-2.00019,-9.01,-11.58,0.0028,1.38198,1.428,回踩均线承接
sz000545,2026-03-12,74.95,32.99,14.33,12.32,-14.62,2.87,1279703230.78,2.7577454735391305,2.872062663185382,-11.158078312654322,-0.26323589490719357,0.08203,0.05957,0.07559,0.05521,0.65,0.5,1.0,79.5,95.71,30.42,100.0,4,趋势中继原型,2026-03-12,2026-03-16,回踩均线承接,2026-03-16,3.55,1.937,0.11751,0.0756,0.10143,-0.0501,0.64721,7.56006,-1.92,-10.62,0.04522,1.25336,1.969,回踩均线承接
sh600328,2026-03-12,68.99,14.91,3.87,7.23,-9.56,4.73,1696080792.17,4.094690283216325,4.728370221327971,10.776999754601256,-0.040269571240539426,0.0194,0.02273,0.02216,0.02666,0.55,0.65,1.0,46.91,77.18,71.61,100.0,10,趋势中继原型,2026-03-12,2026-03-16,回踩均线承接,2026-03-16,-2.37,1.719,0.02067,-0.00973,0.01334,0.1124,-0.10123,-0.97301,-5.53,-7.42,0.26245,0.99083,2.876,回踩均线承接
sz002652,2026-03-13,73.82,28.47,13.29,9.37,-20.3,2.61,579241884.39,3.195311261587675,2.607076350093096,0.5430559727759885,-0.019698108281682725,0.02057,0.05972,0.03078,0.08839,0.45,0.75,1.0,72.76,96.31,45.44,69.21,4,趋势中继原型,2026-03-13,2026-03-17,回踩均线承接,2026-03-17,-1.61,3.491,0.10019,0.02395,0.09791,0.03769,0.32967,2.39457,-6.47,-13.52,0.05099,1.34536,2.188,回踩均线承接
sh603115,2026-03-13,72.61,41.88,14.25,10.86,-20.32,-4.6,339291452.0,0.9673281851168708,-0.12441679626749025,3.300147095954543,0.05647200330882496,0.0359,0.03604,0.02834,0.01807,0.6,0.65,1.0,85.97,95.71,46.38,17.23,5,趋势中继原型,2026-03-13,2026-03-19,回踩均线承接,2026-03-19,-0.88,1.211,0.15777,0.17713,0.21693,0.23795,0.21987,17.71346,-2.85,-11.09,0.38281,0.7573,0.868,回踩均线承接
sh600121,2026-03-13,71.56,18.98,7.08,8.44,-11.87,9.92,299188885.25,1.0149875452858106,9.922178988326857,42.60429164789638,1.5078871416731547,0.0463,0.02582,0.06168,0.04798,0.6,0.35,1.0,55.01,91.43,85.86,15.89,6,趋势中继原型,2026-03-13,2026-03-17,回踩均线承接,2026-03-17,-0.95,2.376,0.05619,0.04571,0.07464,0.09892,-0.00561,4.57149,-10.6,-13.16,0.45525,1.01178,2.437,回踩均线承接
sh603218,2026-03-13,67.93,14.4,8.85,7.12,-13.21,6.25,1063502689.2500001,4.753264824402812,7.4887023886378135,5.766332482266453,-0.03167211279339022,0.01211,0.03807,0.01357,0.03332,0.35,0.6,1.0,50.7,72.68,69.14,100.0,10,趋势中继原型,2026-03-13,2026-03-19,回踩均线承接,2026-03-19,1.82,1.781,0.01803,0.05036,-0.03354,-0.15357,-0.08245,5.0362,-11.47,-14.57,0.35967,0.97355,2.591,回踩均线承接
sz002831,2026-03-16,72.51,13.57,8.51,15.78,-20.14,2.65,1306138379.73,3.1621320281252006,10.011574074074069,16.085944052377666,0.19762417666140286,0.00948,0.01863,0.04632,0.05354,0.45,0.55,1.0,49.33,87.14,68.83,100.0,2,趋势中继原型,2026-03-16,2026-03-20,回踩均线承接,2026-03-20,-2.74,0.996,0.02849,-0.00956,-0.0196,-0.03238,-0.08768,-0.95567,-12.44,-14.78,0.00121,1.52129,1.954,回踩均线承接
sz002531,2026-03-16,71.63,32.55,25.84,15.86,-21.34,-1.85,1877788751.4300003,2.6891201148762285,-1.85185185185186,-8.991395852777508,-0.04884146457377425,0.05889,0.05543,0.05745,0.06203,0.7,0.7,1.0,83.99,100.0,5.72,100.0,3,趋势中继原型,2026-03-16,2026-03-17,回踩均线承接,2026-03-17,-3.28,2.212,0.00716,0.02947,0.10304,0.06443,-0.11341,2.94707,-12.01,-13.58,0.00041,1.427,2.096,回踩均线承接
sh603538,2026-03-16,68.64,19.0,14.85,12.36,-20.3,-0.95,780240340.2799999,4.01103449484972,-0.9459992116673366,1.5438981193508994,0.014501114382191038,0.04975,0.04066,0.06853,0.06255,0.6,0.4,1.0,61.97,91.43,38.61,83.92,6,趋势中继原型,2026-03-16,2026-03-18,回踩均线承接,2026-03-18,0.0,2.684,0.02869,0.05538,0.12244,0.23194,-0.0038,5.53767,-1.46,-8.74,0.45957,0.88754,3.715,回踩均线承接
sz002655,2026-03-16,67.33,31.02,-5.52,-3.01,-14.25,-3.63,718485267.0799999,1.0461553823023615,6.022659511031603,5.628714033950686,0.04022235251593842,0.02756,0.03807,-0.00296,0.0077,0.5,0.5,1.0,56.18,76.35,75.97,47.61,7,趋势中继原型,2026-03-16,2026-03-19,回踩均线承接,2026-03-19,-2.27,0.791,-0.0619,0.0445,-0.05092,0.08886,-0.01451,4.45021,-4.28,-11.67,0.00013,1.42108,0.875,回踩均线承接
sz002594,2026-03-16,66.29,10.67,2.98,2.2,-12.97,3.8,11138193860.569998,2.0943080276243413,4.96638908397713,14.193516001157995,-0.09934887205162801,0.03771,0.04195,0.05484,0.06142,0.5,0.5,1.0,40.66,82.86,60.37,100.0,9,趋势中继原型,2026-03-16,2026-03-19,回踩均线承接,2026-03-19,0.61,0.913,0.02126,0.02404,-0.09842,-0.19271,-0.16211,2.4039,-4.08,-7.38,0.00131,1.53174,1.575,回踩均线承接
sz002636,2026-03-16,65.33,19.55,6.53,14.64,-21.42,5.48,1496221731.1100001,1.3444322462733052,10.017211703958683,14.928512190789633,0.9465743867851073,0.02279,0.02727,0.01197,0.01031,0.5,0.55,1.0,55.25,69.7,66.2,78.15,10,趋势中继原型,2026-03-16,2026-03-17,回踩均线承接,2026-03-17,1.44,1.736,-0.00619,-0.00817,0.09501,0.1473,0.08437,-0.81745,1.44,-14.61,0.00149,1.29043,1.258,回踩均线承接
sh600791,2026-03-18,77.57,41.82,11.96,13.04,-16.35,-0.64,303239523.0,1.6494114817353294,-0.6410256410256276,11.941572339170314,0.023976273237970913,0.01646,0.00855,0.03705,0.03826,0.7,0.5,1.0,88.73,100.0,48.88,37.33,2,趋势中继原型,2026-03-18,2026-03-19,回踩均线承接,2026-03-19,-0.11,0.975,0.01469,0.044,0.21032,0.39327,-0.01477,4.40016,-3.93,-5.89,0.45615,1.01763,1.112,回踩均线承接
sh600032,2026-03-18,68.76,17.51,10.9,1.65,-13.7,-4.95,820553846.8199999,2.757911638760622,-2.591792656587477,0.8098239470514201,0.08718224859616402,0.03248,0.02942,0.03951,0.03624,0.4,0.55,1.0,50.99,87.14,57.09,86.87,4,趋势中继原型,2026-03-18,2026-03-19,回踩均线承接,2026-03-19,2.77,2.597,-0.01693,0.02782,0.13763,0.23265,-0.11685,2.78204,-2.32,-7.5,0.34206,0.97636,2.853,回踩均线承接
sh600408,2026-03-18,63.37,12.57,16.22,17.81,-17.21,-0.7,1036276016.3700002,2.8906835519978555,-0.6976744186046546,-10.4053237030143,-0.034937771016668395,0.07545,0.06553,0.10443,0.09609,0.6,0.45,1.0,54.93,91.43,19.57,100.0,7,趋势中继原型,2026-03-18,2026-03-19,回踩均线承接,2026-03-19,4.22,2.592,0.00353,0.00959,0.1251,0.12926,-0.07752,0.95878,0.23,-9.65,0.35752,1.03602,2.443,回踩均线承接
sh603817,2026-03-18,61.6,18.97,21.22,9.59,-19.34,3.2,628000481.29,3.50398077158762,4.316546762589923,13.89525766298,0.1036180552383219,0.00144,0.06712,0.00417,0.10142,0.4,0.45,1.0,66.53,51.6,65.22,72.78,9,趋势中继原型,2026-03-18,2026-03-19,回踩均线承接,2026-03-19,4.25,3.459,0.00045,0.13165,-0.00513,0.3938,0.11589,13.16474,3.66,-9.64,0.21907,0.75662,4.005,回踩均线承接
sh600930,2026-03-18,60.41,14.86,13.9,6.75,-16.17,-4.96,3905584936.9099994,2.5804706673860442,-1.4705882352941124,-13.808547736941136,0.013426814263957199,0.04794,0.02768,0.06232,0.04663,0.5,0.3,1.0,50.24,82.86,25.34,100.0,10,趋势中继原型,2026-03-18,2026-03-24,回踩均线承接,2026-03-24,3.75,2.022,0.00708,0.00467,0.0196,0.00709,-0.15684,0.46681,-1.24,-10.44,0.33845,1.04625,2.149,回踩均线承接
sz000048,2026-03-19,70.65,17.94,20.41,5.39,-19.98,-1.7,619840830.4000002,2.505700828766268,0.46948356807510194,2.9315860570646137,0.09983924856977278,0.01875,0.03912,0.02162,0.0321,0.55,0.7,1.0,65.21,88.29,51.87,72.18,5,趋势中继原型,2026-03-19,2026-03-26,回踩均线承接,2026-03-26,1.63,0.854,-0.03451,0.04978,0.01926,0.05261,0.07543,4.97767,-9.09,-13.18,0.00028,1.45388,0.916,回踩均线承接
sh605117,2026-03-20,72.37,35.32,10.41,-4.39,-19.41,0.34,4661435675.6,2.233725961924801,9.913288024373102,8.637012843648833,0.27678716722266633,0.00835,0.01772,0.01379,0.02547,0.5,0.55,1.0,78.99,60.25,70.33,100.0,5,趋势中继原型,2026-03-20,2026-03-23,回踩均线承接,2026-03-23,-2.64,1.666,-0.03156,0.00899,0.08982,0.14392,-0.05375,0.89892,-2.71,-9.43,0.35698,0.80729,1.342,回踩均线承接
sh600815,2026-03-20,65.75,10.51,7.1,10.51,-11.68,2.85,674274242.66,3.744763054599316,4.0345821325648235,7.821804195269273,-0.13668750752870423,0.02763,0.05282,0.02803,0.06337,0.55,0.6,1.0,44.14,85.33,60.1,76.17,8,趋势中继原型,2026-03-20,2026-03-24,回踩均线承接,2026-03-24,1.56,2.562,0.03926,0.08527,0.11438,0.24054,-0.02642,8.52701,-1.76,-12.85,0.44504,1.11147,3.509,回踩均线承接
sh600617,2026-03-23,76.24,27.07,10.53,17.7,-18.55,3.01,1300271505.28,3.7493540889573054,3.007518796992481,-8.880127179679747,0.08869298713514923,0.07822,0.06995,0.10448,0.10114,0.7,0.5,1.0,68.49,100.0,42.76,100.0,1,趋势中继原型,2026-03-23,2026-03-24,回踩均线承接,2026-03-24,3.16,2.505,0.00338,0.00707,0.05475,0.00496,-0.03978,0.70659,-3.42,-12.76,0.43061,0.99402,2.638,回踩均线承接
