variant_id,period,trade_date,rank,symbol,name,final_score,big_runup_score,buyability_score,risk_penalty,entry_date,entry_buyable,entry_gap_pct,entry_open,max_runup_pct,max_drawdown_pct,close_return_pct,daily_mfe_rank,daily_mfe_pct_rank,daily_top1pct,daily_top3pct,hit_15pct,hit_20pct
pure_001_rank_full,internal_2025,2025-10-09,1,sz002324,sz002324,80.70493520411817,80.70493520411817,87.32480327839522,2.1113602391629294,2025-10-10,1,-0.4135079255685792,14.45,77.57785467128029,-11.764705882352933,65.39792387543253,63.0,0.027925531914893616,0,1,1,1
pure_001_rank_full,internal_2025,2025-10-09,2,sz002246,sz002246,79.97482298553605,79.97482298553605,89.51363362856576,9.905660377358489,2025-10-10,1,-0.40540540540540126,22.11,2.2614201718679228,-18.227046585255547,-9.000452284034367,1932.0,0.8563829787234043,0,0,0,0
pure_001_rank_full,internal_2025,2025-10-09,3,sh601020,sh601020,79.72348001278128,79.72348001278128,93.24648489878625,0.7119386637458924,2025-10-10,1,-1.4199503017394477,27.77,18.11307166006482,-9.074540871444004,8.066258552394668,656.0,0.2907801418439716,0,0,1,0
pure_001_rank_full,internal_2025,2025-10-10,1,sz002716,sz002716,81.70118134116676,81.70118134116676,93.87198141885969,5.709342560553631,2025-10-13,1,-0.7042253521126751,7.05,30.78014184397164,-11.773049645390078,27.943262411347526,465.0,0.20147313691507798,0,0,1,1
pure_001_rank_full,internal_2025,2025-10-10,2,sh600547,sh600547,80.24231247041698,80.24231247041698,96.89890131600808,3.489655172413797,2025-10-13,1,-0.024207213749705137,41.3,16.222760290556913,-14.309927360774811,11.937046004842621,962.0,0.4168110918544194,0,0,1,0
pure_001_rank_full,internal_2025,2025-10-10,3,sh603090,sh603090,79.96006634664131,79.96006634664131,87.37444093553823,5.39568345323741,2025-10-13,1,-5.384615384615388,47.97,53.241609339170324,-8.276005836981447,45.71607254534085,201.0,0.08708838821490468,0,0,1,1
pure_001_rank_full,internal_2025,2025-10-13,1,sh600089,sh600089,81.49325146335748,81.49325146335748,93.53120243531207,12.872450128724466,2025-10-14,1,2.5875190258751735,20.22,48.02176063303661,-9.495548961424326,32.690405539070234,196.0,0.08481176979662484,0,0,1,1
pure_001_rank_full,internal_2025,2025-10-13,2,sh603090,sh603090,80.64154253859422,80.64154253859422,86.46774202719226,4.337103164063139,2025-10-14,1,0.2573238321456728,50.65,47.02862783810464,-13.129318854886474,44.91609081934848,207.0,0.08957161401990481,0,0,1,1
pure_001_rank_full,internal_2025,2025-10-13,3,sz000009,sz000009,79.60918184806563,79.60918184806563,89.34421578077831,5.204891930070977,2025-10-14,1,0.6728343145500526,11.97,0.7518796992481258,-17.71094402673351,-15.789473684210531,2219.0,0.9601903937689312,0,0,0,0
pure_001_rank_full,internal_2025,2025-10-14,1,sh600490,sh600490,81.12660361679488,81.12660361679488,89.02346800485492,14.209173101903838,2025-10-15,1,2.406738868832714,8.51,14.453584018801413,-8.930669800235014,-3.9952996474735603,962.0,0.41146278870829767,0,0,0,0
