symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name,observe_date,entry_signal_date,buy_point_reason,confirm_date,confirm_return_1d_pct,confirm_amount_anomaly_20d,confirm_super_net_ratio,confirm_main_net_ratio,confirm_super3_ratio,confirm_main3_ratio,confirm_support_pressure_spread,confirm_active_buy_strength,confirm_close_vs_20d_high_pct,confirm_pullback_from_observe_peak_pct,confirm_cancel_buy_ratio,confirm_add_sell_ratio,prior3_amount_anomaly_avg,buy_point_type,entry_date,gross_entry_price,entry_price,exit_signal_date,exit_date,gross_exit_price,exit_price,return_pct,net_return_pct,max_runup_pct,max_drawdown_pct,holding_days,exit_reason,final_cum_super_amount,final_cum_super_peak_amount,final_cum_super_ratio,final_super_peak_drawdown_pct,final_super_decline_streak,future_days_available,is_mature_trade
sz000968,2026-03-03,72.79,20.51,22.54,9.24,-19.24,10.04,872590991.68,2.314973368751636,10.042283298097242,-2.1835825296930693,2.610641755977932,0.00921,-0.01039,0.04062,0.04428,0.55,0.35,0.2,68.51,87.14,50.68,90.68,7,趋势中继原型,2026-03-03,2026-03-12,强分歧后修复,2026-03-12,3.23,1.468,0.03945,0.09217,-0.06552,-0.02094,-0.057,9.21676,-12.98,-20.0,0.00051,1.37551,1.664,强分歧后修复,2026-03-13,9.94,9.9648,2026-03-18,2026-03-19,9.33,9.3067,-6.14,-6.6,0.4,-12.68,4,hard_stop_8pct,-77816327.52,0.0,-0.03862,0.0,1,28,True
sz000554,2026-03-03,71.83,29.74,22.03,13.07,-21.81,10.04,198437336.35,0.4490906069240693,10.040567951318469,4.53276055073394,3.613963271181553,0.00514,0.00258,0.0325,0.05226,0.4,0.6,0.2,80.38,89.24,65.4,1.35,8,趋势中继原型,2026-03-03,2026-03-09,回踩均线承接,2026-03-09,0.29,2.31,0.09516,0.10089,0.03042,0.00207,0.04318,10.0885,-12.81,-14.99,0.00069,1.26791,2.648,回踩均线承接,2026-03-10,9.4,9.4235,2026-03-20,2026-03-23,8.7,8.6783,-7.45,-7.91,5.53,-9.47,9,hard_stop_8pct,-101165320.91,0.0,-0.02148,0.0,1,31,True
sz000822,2026-03-03,70.79,19.24,7.6,4.83,-14.07,-0.14,1035377088.0200001,2.4289252763409874,4.322766570605174,4.072714517049995,-0.0692777644878837,0.03471,0.03265,0.00211,0.0071,0.55,0.5,0.2,55.81,84.83,57.43,100.0,9,趋势中继原型,2026-03-03,2026-03-05,回踩均线承接,2026-03-05,1.06,0.999,0.00573,-0.03126,0.04318,-0.03155,-0.06254,-3.12624,-11.05,-14.78,0.0003,1.49037,1.92,回踩均线承接,2026-03-06,6.58,6.5964,2026-03-19,2026-03-20,5.97,5.9551,-9.27,-9.72,10.49,-9.42,10,hard_stop_8pct,-16345426.55,20078836.35,-0.00317,181.41,2,33,True
sh600681,2026-03-04,72.53,12.0,12.8,12.0,-15.34,-1.47,773000677.0000001,4.06588080097584,-1.4705882352941013,5.774269752677078,0.1663174572355512,0.06127,0.0276,0.10322,0.0747,0.7,0.65,0.4,51.14,100.0,55.37,83.39,3,趋势中继原型,2026-03-04,2026-03-05,回踩均线承接,2026-03-05,-2.99,2.055,0.03243,0.04494,0.45564,0.47498,0.12371,4.49415,-4.41,-8.4,0.49312,0.96945,2.748,回踩均线承接,2026-03-06,4.46,4.4711,2026-03-09,2026-03-10,4.38,4.3691,-1.79,-2.28,7.62,-1.79,2,violent_super_outflow,-14878821.7,9059112.3,-0.01923,264.24,1,33,True
sz000070,2026-03-04,69.28,55.52,4.12,1.76,-18.96,-4.67,2191677022.1099997,1.1904506037355582,4.062838569880833,1.682324779976149,0.024276205660437977,0.03907,0.01597,0.01173,-0.01986,0.5,0.5,0.4,80.82,66.21,58.24,73.02,4,趋势中继原型,2026-03-04,2026-03-10,强分歧后修复,2026-03-10,6.01,1.093,0.04504,0.0576,0.02726,-0.08887,0.02587,5.75961,-13.35,-22.74,0.00064,1.3628,0.976,强分歧后修复,2026-03-11,17.41,17.4535,2026-03-17,2026-03-18,15.74,15.7007,-9.59,-10.04,6.55,-11.55,5,hard_stop_8pct,-194530492.08,0.0,-0.02299,0.0,1,30,True
sz002267,2026-03-04,66.8,13.14,14.58,15.31,-15.49,-3.98,664357071.16,4.183501140110499,-3.9823008849557473,6.930753019547641,0.04030712850432039,0.04576,0.03521,0.07636,0.07533,0.6,0.45,0.4,50.48,91.43,48.45,75.44,6,趋势中继原型,2026-03-04,2026-03-06,回踩均线承接,2026-03-06,-1.56,1.244,-0.00705,-0.06007,-0.04852,0.03229,0.01611,-6.0066,-10.5,-11.27,0.00026,1.41291,4.183,回踩均线承接,2026-03-09,8.66,8.6816,2026-03-17,2026-03-18,7.98,7.9601,-7.85,-8.31,1.85,-9.12,7,hard_stop_8pct,-14802764.45,15522363.55,-0.00913,195.36,3,32,True
sz002380,2026-03-04,65.0,13.43,10.84,6.86,-16.12,-5.09,378584406.07,1.7275627747424473,0.589101620029453,0.7501097257225489,-0.023382175145278516,0.023,0.0356,0.04089,0.06876,0.55,0.75,0.4,45.44,100.0,47.27,45.45,7,趋势中继原型,2026-03-04,2026-03-06,强分歧后修复,2026-03-06,4.63,3.141,0.04803,0.06832,0.08762,0.16993,-0.04126,6.83193,1.73,-16.22,0.00194,1.41627,2.687,强分歧后修复,2026-03-09,36.7,36.7918,2026-03-13,2026-03-16,37.5,37.4062,2.18,1.67,17.17,-1.63,5,cum_super_peak_dd_20pct_3d,-43638251.22,30105583.0,-0.01338,244.95,3,32,True
sz002041,2026-03-04,62.41,13.64,10.05,6.48,-16.34,0.57,1239553461.66,2.0602566776826583,7.043478260869573,0.10266113720467729,-0.02191497017290467,0.02544,0.01583,-0.00052,-0.0019,0.55,0.45,0.4,50.8,62.0,61.87,100.0,10,趋势中继原型,2026-03-04,2026-03-10,回踩均线承接,2026-03-10,-1.21,0.899,0.01192,-0.08823,-0.02023,-0.25685,-0.12675,-8.82348,-9.05,-12.3,5e-05,1.45641,1.46,回踩均线承接,2026-03-11,11.44,11.4686,2026-03-19,2026-03-20,10.83,10.8029,-5.33,-5.8,6.99,-6.03,7,cum_super_peak_dd_20pct_3d,-29827612.11,11611086.68,-0.00955,356.89,3,30,True
sh600860,2026-03-05,75.86,23.52,11.73,4.28,-13.62,5.45,1368807467.4900005,3.2808865850791995,6.796769851951545,9.54649654195832,0.07350921697885571,0.03265,0.03214,0.0431,0.05047,0.4,0.4,0.6,65.0,74.29,81.44,100.0,2,趋势中继原型,2026-03-05,2026-03-10,回踩均线承接,2026-03-10,1.99,1.328,-0.00729,0.0412,-0.09212,-0.15951,-0.10045,4.11966,-3.88,-12.18,0.38946,0.9279,2.35,回踩均线承接,2026-03-11,15.85,15.8896,2026-03-17,2026-03-18,13.88,13.8453,-12.43,-12.87,1.14,-10.28,5,hard_stop_8pct,-46313498.13,9050408.74,-0.01558,611.73,1,30,True
sh603826,2026-03-05,70.25,26.14,11.68,3.01,-14.51,2.42,554223903.57,2.0744198209676235,3.7211493170042242,12.151246118437065,-0.01077882081866155,0.03634,0.03018,0.01876,0.02214,0.5,0.4,0.6,68.32,78.64,61.95,67.38,5,趋势中继原型,2026-03-05,2026-03-10,回踩均线承接,2026-03-10,2.35,0.923,0.04694,0.10085,0.09596,0.29362,-0.05137,10.08524,-0.29,-13.26,0.35959,1.02023,1.664,回踩均线承接,2026-03-11,23.81,23.8695,2026-03-17,2026-03-18,23.5,23.4413,-1.3,-1.79,10.71,-2.14,5,cum_super_peak_dd_20pct_3d,-5215707.07,36142773.93,-0.00348,114.43,3,30,True
sh603057,2026-03-05,69.25,18.59,13.02,-0.15,-20.86,-0.98,252055071.42000002,1.6583021075242423,3.9192041000904343,20.588960066400077,0.006686977454984255,0.01977,0.05275,0.04833,0.0951,0.45,0.7,0.6,59.81,100.0,51.69,33.88,6,趋势中继原型,2026-03-05,2026-03-06,回踩均线承接,2026-03-06,-1.1,1.284,0.06012,0.09136,0.16704,0.33452,-0.01908,9.13637,-3.43,-8.56,0.52285,1.0431,1.436,回踩均线承接,2026-03-09,33.76,33.8444,2026-03-13,2026-03-16,30.07,29.9948,-10.93,-11.37,1.51,-10.34,5,hard_stop_8pct,-21666859.79,0.0,-0.03033,0.0,0,32,True
sh600149,2026-03-05,69.06,31.76,15.59,13.52,-15.06,-1.43,660370053.77,2.8040557305718554,-1.4347202295552308,0.17561145805740708,0.01750320027992336,0.01739,0.01389,0.02206,0.03252,0.55,0.45,0.6,79.04,73.65,48.23,75.15,7,趋势中继原型,2026-03-05,2026-03-06,回踩均线承接,2026-03-06,3.78,1.811,0.00301,0.03214,0.08444,0.16883,-0.01391,3.21449,-6.92,-13.58,0.45138,1.0111,2.5,回踩均线承接,2026-03-09,6.87,6.8872,2026-03-13,2026-03-16,6.29,6.2743,-8.44,-8.9,3.64,-12.37,5,hard_stop_8pct,-35212480.0,0.0,-0.02314,0.0,4,32,True
sz002357,2026-03-05,64.84,31.26,10.54,2.43,-14.27,-2.72,489160819.99999994,1.6558359991520004,0.31172069825435855,6.0908340941942285,0.06405425624644234,-1e-05,0.03466,-0.00208,0.01813,0.4,0.65,0.6,72.54,64.78,61.15,51.15,10,趋势中继原型,2026-03-05,2026-03-06,回踩均线承接,2026-03-06,0.5,0.772,0.01894,0.062,0.40768,0.44147,-0.15386,6.19986,-2.24,-5.83,0.00016,1.54684,1.314,回踩均线承接,2026-03-09,15.96,15.9999,2026-03-19,2026-03-20,14.46,14.4239,-9.4,-9.85,1.63,-10.34,9,hard_stop_8pct,-45930554.4,0.0,-0.02904,0.0,4,27,True
sz002913,2026-03-06,80.39,22.19,14.21,-1.25,-20.75,5.36,1023563205.1599998,3.4295794446968624,10.002070822116371,9.662496121530666,0.7687290912601763,0.02363,0.03811,0.03121,0.04898,0.45,0.7,0.8,65.5,96.68,67.58,100.0,1,趋势中继原型,2026-03-06,2026-03-11,回踩均线承接,2026-03-11,0.19,1.814,0.00983,0.04455,-0.02361,0.10539,-0.04351,4.45459,-3.28,-13.17,0.00174,1.52756,2.929,回踩均线承接,2026-03-12,52.43,52.5611,2026-03-13,2026-03-16,47.7,47.5808,-9.02,-9.48,0.53,-10.45,2,hard_stop_8pct,-67430519.34,0.0,-0.05532,0.0,0,29,True
sh600468,2026-03-06,71.92,19.08,17.28,9.9,-15.67,2.11,1580979449.5800002,4.285151308831532,2.1052631578947434,-9.942022265485907,0.0058609631152771735,0.06944,0.04918,0.101,0.07938,0.65,0.35,0.8,64.25,95.71,36.59,100.0,6,趋势中继原型,2026-03-06,2026-03-13,回踩均线承接,2026-03-13,3.13,1.85,0.04272,0.03256,-0.01418,-0.07108,-0.1635,3.25646,-4.92,-10.7,0.33677,1.13467,1.818,回踩均线承接,2026-03-16,8.87,8.8922,2026-03-17,2026-03-18,8.17,8.1496,-7.89,-8.35,0.45,-8.23,2,hard_stop_8pct,-67242460.4,0.0,-0.05634,0.0,1,27,True
sz002937,2026-03-06,66.33,15.1,8.07,6.77,-15.27,0.25,247025019.45,0.9672929293569381,3.4795215657847045,9.436518212568451,0.069319163654457,0.0157,0.00751,0.03731,0.03208,0.65,0.45,0.8,50.91,93.16,69.64,10.48,9,趋势中继原型,2026-03-06,2026-03-09,回踩均线承接,2026-03-09,-2.8,1.172,0.04448,0.05343,0.08188,0.10762,0.17124,5.34261,-3.88,-7.66,2e-05,1.46576,1.015,回踩均线承接,2026-03-10,28.1,28.1702,2026-03-17,2026-03-18,25.43,25.3664,-9.5,-9.95,6.76,-10.36,6,hard_stop_8pct,-86542852.45,0.0,-0.05565,0.0,3,31,True
sz002126,2026-03-06,65.64,39.01,10.16,5.19,-14.47,3.68,2102625567.55,1.3018014053009968,5.908736349453991,4.6996793725447645,-0.17754751799912305,0.00601,0.01783,-0.00697,0.01202,0.45,0.6,0.8,83.51,51.04,60.22,76.73,10,趋势中继原型,2026-03-06,2026-03-10,回踩均线承接,2026-03-10,2.63,0.774,0.011,-0.04188,0.00982,0.03349,-0.1532,-4.18845,-4.35,-10.44,0.00034,1.46767,1.098,回踩均线承接,2026-03-11,52.91,53.0423,2026-03-12,2026-03-13,47.2,47.082,-10.79,-11.24,4.9,-10.79,2,hard_stop_8pct,-196674921.29,0.0,-0.05009,0.0,1,30,True
sz002261,2026-03-09,75.05,25.81,23.26,8.99,-19.13,10.01,13505365183.670002,3.6871242784300704,10.012804097311157,1.546020690891531,0.19564438235886183,0.04638,0.02491,0.05621,0.03083,0.4,0.4,1.0,75.33,70.64,70.91,100.0,2,趋势中继原型,2026-03-09,2026-03-18,强分歧后修复,2026-03-18,4.71,1.204,0.01576,0.01636,-0.0162,-0.02796,-0.04081,1.63627,-11.67,-18.5,0.00167,1.6015,1.085,强分歧后修复,2026-03-19,37.5,37.5938,2026-03-23,2026-03-24,35.0,34.9125,-6.67,-7.13,4.61,-8.93,3,hard_stop_8pct,-520690670.38,0.0,-0.03642,0.0,2,24,True
sz002384,2026-03-10,82.5,27.55,24.5,3.54,-20.96,9.49,9450955292.660002,1.5149757500614383,9.995928338762216,4.327317040930495,0.4579495504027349,0.03602,0.03195,0.02544,0.03156,0.75,0.7,1.0,77.56,97.33,67.13,83.83,1,趋势中继原型,2026-03-10,2026-03-12,回踩均线承接,2026-03-12,4.29,1.237,0.06352,0.02302,0.07308,-0.00204,0.06147,2.30172,-2.1,-9.36,0.00272,1.2991,1.452,回踩均线承接,2026-03-13,111.11,111.3878,2026-03-19,2026-03-20,117.07,116.7773,5.36,4.84,8.45,-8.35,5,cum_super_peak_dd_20pct_3d,-1499048341.74,163495478.19,-0.02672,1016.87,3,28,True
sz002730,2026-03-10,78.58,20.79,15.14,10.43,-14.55,3.91,1104549423.99,4.075286063688939,3.9123630672926346,4.827088527863179,-0.007430190339834386,0.03548,0.05284,0.03873,0.06486,0.55,0.65,1.0,64.53,95.71,62.88,100.0,2,趋势中继原型,2026-03-10,2026-03-13,回踩均线承接,2026-03-13,-1.29,1.136,-0.00518,0.01457,-0.02371,-0.00419,-0.07211,1.45724,-5.42,-8.82,9e-05,1.50534,2.693,回踩均线承接,2026-03-16,18.99,19.0375,2026-03-23,2026-03-24,22.78,22.7231,19.96,19.36,25.75,-0.05,6,cum_super_peak_dd_20pct_3d,205509.64,32745215.0,5e-05,99.37,3,27,True
sz002733,2026-03-10,69.27,17.43,18.08,5.5,-21.95,-2.92,1457662556.3500004,3.2552477127770407,4.283290924512295,12.069050289013411,0.5021365346262292,0.02652,0.0246,0.03749,0.0393,0.2,0.4,1.0,61.11,74.29,59.74,100.0,4,趋势中继原型,2026-03-10,2026-03-16,回踩均线承接,2026-03-16,3.0,1.642,0.01879,0.00926,-0.04827,-0.02931,0.1221,0.92637,-0.21,-14.87,0.0009,1.32222,3.189,回踩均线承接,2026-03-17,27.8,27.8695,2026-03-19,2026-03-20,24.8,24.738,-10.79,-11.24,7.88,-10.79,3,hard_stop_8pct,5731730.98,29321792.56,0.00168,80.45,1,26,True
sh600645,2026-03-10,66.99,22.23,18.01,15.28,-19.42,0.35,602665677.19,1.7892011594363104,1.8512504059759571,2.4666559358935203,-0.029472179057577597,0.02777,0.02917,0.03646,0.03949,0.5,0.45,1.0,68.95,82.86,43.65,63.9,9,趋势中继原型,2026-03-10,2026-03-12,回踩均线承接,2026-03-12,0.55,1.225,0.00546,0.02876,-0.03449,-0.029,-0.04048,2.87624,-1.86,-4.26,0.3825,0.97339,2.248,回踩均线承接,2026-03-13,31.18,31.2579,2026-04-03,2026-04-07,27.99,27.92,-10.23,-10.68,5.81,-8.85,16,hard_stop_8pct,-113431525.28,0.0,-0.01048,0.0,1,28,True
sz001216,2026-03-10,66.73,12.55,11.63,8.91,-15.26,2.25,507242992.25000006,2.5179442283237785,6.03700097370985,13.726053060124844,0.004081708868596268,0.02905,0.00795,0.0432,0.0309,0.5,0.3,1.0,50.81,79.27,69.39,63.94,10,趋势中继原型,2026-03-10,2026-03-11,回踩均线承接,2026-03-11,1.06,1.838,0.00369,0.03302,0.12693,0.18013,0.02798,3.30222,-0.59,-9.92,0.00105,1.39681,2.012,回踩均线承接,2026-03-12,21.51,21.5638,2026-03-19,2026-03-20,19.44,19.3914,-9.62,-10.07,1.02,-11.67,6,hard_stop_8pct,-13438848.98,0.0,-0.01358,0.0,1,29,True
sz002432,2026-03-11,72.7,28.47,18.46,4.33,-19.4,8.98,2423736024.13,2.021653086528122,10.000000000000009,14.12984046284204,1.1934323330150136,0.03555,0.01616,0.03467,0.01672,0.4,0.45,1.0,77.37,62.58,70.34,100.0,3,趋势中继原型,2026-03-11,2026-03-17,回踩均线承接,2026-03-17,0.26,0.915,-0.02366,0.01423,-0.17704,-0.1579,-0.0226,1.42284,-11.09,-14.36,0.00064,1.38488,1.558,回踩均线承接,2026-03-18,54.39,54.526,2026-03-20,2026-03-23,62.1,61.9448,14.18,13.61,24.09,-0.68,3,violent_super_outflow,206301313.95,799368247.07,0.01824,74.19,1,25,True
sh603301,2026-03-11,71.93,30.5,2.02,0.8,-9.38,1.43,539552903.49,1.2451193529944635,5.07048410009836,2.1888865769432186,-0.20194465622409435,0.0226,0.01694,0.0119,0.05097,0.5,0.7,1.0,65.3,89.15,68.08,41.15,5,趋势中继原型,2026-03-11,2026-03-12,回踩均线承接,2026-03-12,-3.28,0.888,0.01157,0.12292,-0.00086,0.16939,0.02873,12.29249,-5.57,-7.86,0.43841,1.17081,0.912,回踩均线承接,2026-03-13,93.0,93.2325,2026-03-26,2026-03-27,91.22,90.992,-1.91,-2.4,3.23,-5.16,10,cum_super_peak_dd_20pct_3d,-20111032.12,4527495.0,-0.00718,544.2,3,28,True
sz000839,2026-03-11,71.33,25.69,-3.98,14.56,-19.36,5.57,2213994730.9,3.2926913610646236,9.944751381215466,9.807390914689918,1.7343636569988912,0.06094,0.02907,0.07219,0.03041,0.5,0.35,1.0,53.76,78.84,70.43,100.0,6,趋势中继原型,2026-03-11,2026-03-18,强分歧后修复,2026-03-18,3.33,1.083,0.009,0.02156,0.04531,0.0178,-0.02943,2.15575,-12.68,-16.2,0.00036,1.54925,1.212,强分歧后修复,2026-03-19,3.58,3.589,2026-03-23,2026-03-24,3.33,3.3217,-6.98,-7.45,2.51,-10.06,3,hard_stop_8pct,-61823966.14,1349595.0,-0.03244,4680.93,2,24,True
sz000967,2026-03-11,70.1,21.05,9.86,9.05,-14.01,7.23,1109645772.22,3.498922199287783,7.840909090909087,2.550932501943322,0.5291940987484585,0.00134,0.02355,-0.00394,0.04192,0.55,0.6,1.0,60.15,61.98,81.45,100.0,9,趋势中继原型,2026-03-11,2026-03-16,回踩均线承接,2026-03-16,-1.67,1.08,0.03536,0.01283,-0.18174,-0.18794,-0.04526,1.28282,-8.76,-10.0,6e-05,1.41554,2.274,回踩均线承接,2026-03-17,8.89,8.9122,2026-04-20,2026-04-21,13.62,13.586,53.21,52.44,64.0,-8.21,23,cum_super_peak_dd_20pct_3d,119803166.07,349195355.79,0.0041,65.69,3,26,True
