discovery_date,symbol,base_setup_score,relative_rank_score,amount,amount_avg20,amount_med20,amount_ratio20,amount_ratio20_median,amount_percentile60,pre20_return_pct,pre20_super_price_divergence,pre20_main_price_divergence,pre5_return_pct,pre5_super_price_divergence,setup_score,strategy_mode,rank,launch_start_date,launch_end_date,pullback_confirm_date,pullback_confirm_reason,launch3_return_pct,launch3_max_drawdown_pct,launch3_super_net_ratio,launch3_main_net_ratio,launch3_add_buy_ratio,pullback_super_net_ratio,pullback_main_net_ratio,pullback_support_spread_avg,pullback_depth_from_launch_peak_pct,confirm_distribution_score,order_filter_available,launch_hist_order_days,launch_order_days,launch_cancel_buy_to_add_buy,launch_hist_cancel_buy_to_add_buy_avg,launch_cancel_buy_to_add_buy_vs_hist,orderbook_filter_reason,filter_reason,liquidity_mode
2026-03-02,sz002558,97.6,97.6,1579891786.71,1825577431.8429997,1709000298.0949998,0.8654203098441191,0.9244537806523994,0.34285714285714286,-19.71,0.18799,0.16851,-11.46,0.10454,97.6,current_abs_250m,1,2026-03-09,2026-03-11,2026-03-12,pullback_absorption_confirm,6.67,0.0,0.0141,0.07858,1.35171,-0.00662,0.02833,0.12701,-6.62,22.0,True,5,3,0.0021,0.00013,15.8255,launch_cancel_buy_to_add_buy_vs_hist_gt_2,v1_3_ladder_pull_filter,current_abs_250m
2026-03-02,sz002865,88.01,88.01,2517801004.58,2617102485.979,2535974327.495,0.9620567089248498,0.9928337906586967,0.42857142857142855,-13.46,0.13437,0.11866,-3.69,0.08566,88.01,current_abs_250m,3,2026-03-04,2026-03-06,2026-03-18,pullback_absorption_confirm,10.07,0.0,0.09893,0.10589,1.6158,0.00725,0.02548,-0.13093,-16.48,38.0,True,2,3,0.00558,0.00041,13.6725,launch_cancel_buy_to_add_buy_vs_hist_gt_2,v1_3_ladder_pull_filter,current_abs_250m
2026-03-02,sz002759,85.66,85.66,1278847631.7900002,2259337279.6610003,2179717049.6,0.5660277654436275,0.586703504486824,0.14285714285714285,-13.18,0.14817,0.1308,-13.51,0.14537,85.66,current_abs_250m,5,2026-03-09,2026-03-11,2026-03-13,pullback_absorption_confirm,8.02,0.0,0.0105,0.05434,1.40279,0.01403,0.01224,-0.17342,-5.74,38.0,True,5,3,0.00038,0.00018,2.054,launch_cancel_buy_to_add_buy_vs_hist_gt_2,v1_3_ladder_pull_filter,current_abs_250m
2026-03-02,sz002532,67.64,69.97,1447346894.8400002,1254301070.742,1058528174.87,1.1539070870630772,1.3673201424399986,0.7714285714285715,-8.96,0.07808,0.07552,-2.7,0.02977,67.64,current_abs_250m,17,2026-03-03,2026-03-05,2026-03-12,pullback_absorption_confirm,5.56,0.0,0.03468,0.05275,1.30845,0.01418,0.00938,-0.01451,-11.94,14.76,True,1,3,0.00104,0.00058,1.7773,,v1_3_ladder_pull_filter,current_abs_250m
2026-03-03,sz002558,84.61,84.61,1735385597.1299999,1751656612.561,1703616602.38,0.9907110701296579,1.0186479720293977,0.5833333333333334,-21.89,0.2153,0.19874,-5.76,0.04074,84.61,current_abs_250m,2,2026-03-09,2026-03-11,2026-03-12,pullback_absorption_confirm,6.67,0.0,0.0141,0.07858,1.35171,-0.00662,0.02833,0.12701,-6.62,22.0,True,5,3,0.0021,0.00013,15.8255,launch_cancel_buy_to_add_buy_vs_hist_gt_2,v1_3_ladder_pull_filter,current_abs_250m
2026-03-03,sh600745,63.22,63.22,1160723732.7499998,3071937334.2565002,1209548088.1150002,0.3778474644668913,0.9596342172380348,0.25,-17.38,0.10249,0.14684,-3.59,-0.00707,63.22,current_abs_250m,17,2026-03-05,2026-03-09,2026-03-16,pullback_absorption_confirm,7.49,0.0,0.01732,0.04245,1.09001,0.05355,0.08966,-0.27958,-6.27,52.0,True,3,3,0.492,0.32879,1.4964,,combined_risk_ge_2,current_abs_250m
2026-03-04,sz001309,88.85,96.38,4751061276.33,2278128453.9304996,2070186766.04,2.0855107042506322,2.2949916182771117,0.918918918918919,-17.8,0.15887,0.16636,-8.79,0.02694,88.85,current_abs_250m,4,2026-03-04,2026-03-06,2026-03-09,pullback_absorption_confirm,7.77,0.0,0.09847,0.06049,1.90137,0.08069,0.1008,0.10696,-5.15,13.26,True,2,3,0.00258,0.00041,6.2863,launch_cancel_buy_to_add_buy_vs_hist_gt_2,v1_3_ladder_pull_filter,current_abs_250m
2026-03-04,sz002865,88.04,88.04,1339779941.6000001,2361494655.0290003,2436872809.0649996,0.5673440499841178,0.54979477657435,0.13513513513513514,-15.89,0.16334,0.14496,-3.66,0.06184,88.04,current_abs_250m,6,2026-03-04,2026-03-06,2026-03-18,pullback_absorption_confirm,10.07,0.0,0.09893,0.10589,1.6158,0.00725,0.02548,-0.13093,-16.48,38.0,True,2,3,0.00558,0.00041,13.6725,launch_cancel_buy_to_add_buy_vs_hist_gt_2,v1_3_ladder_pull_filter,current_abs_250m
2026-03-04,sh601615,87.18,87.18,1279136360.31,2812824920.0895,2610854213.285001,0.4547515030794379,0.4899302128021077,0.10344827586206896,-20.86,0.19329,0.1632,-11.15,0.09287,87.18,current_abs_250m,7,2026-03-06,2026-03-10,2026-03-12,pullback_absorption_confirm,4.79,0.0,0.02402,0.0714,0.88421,0.07436,0.1011,-0.09577,-3.82,50.4,True,4,3,0.43364,0.38598,1.1235,,weak_launch_with_bad_pullback_and_distribution,current_abs_250m
2026-03-04,sz002558,85.95,85.95,1136748282.1100001,1741412826.6924999,1703616602.38,0.652773578261192,0.6672559310128411,0.13513513513513514,-19.66,0.19376,0.18007,-6.86,0.05781,85.95,current_abs_250m,8,2026-03-09,2026-03-11,2026-03-12,pullback_absorption_confirm,6.67,0.0,0.0141,0.07858,1.35171,-0.00662,0.02833,0.12701,-6.62,22.0,True,5,3,0.0021,0.00013,15.8255,launch_cancel_buy_to_add_buy_vs_hist_gt_2,v1_3_ladder_pull_filter,current_abs_250m
