model_id,filter_id,period,month,top1_days,top1_picks,top1_day1_no_red_rate,top1_day2_still_loss_rate,top1_deep_pain_rate,top1_day1_green_rate,top1_day1_positive_close_rate,top1_day1_avg_mfe_pct,top1_day1_median_mfe_pct,top1_day1_avg_close_return_pct,top1_day2_avg_close_return_pct,top1_day2_median_close_return_pct,top1_hit2_rate,top1_hit3_rate,top1_hit5_rate,top1_hit7_rate,top1_hit10_rate,top1_avg_filter_universe,top3_pick_days,top3_pick_picks,top3_pick_day1_no_red_rate,top3_pick_day2_still_loss_rate,top3_pick_deep_pain_rate,top3_pick_day1_green_rate,top3_pick_day1_positive_close_rate,top3_pick_day1_avg_mfe_pct,top3_pick_day1_median_mfe_pct,top3_pick_day1_avg_close_return_pct,top3_pick_day2_avg_close_return_pct,top3_pick_day2_median_close_return_pct,top3_pick_hit2_rate,top3_pick_hit3_rate,top3_pick_hit5_rate,top3_pick_hit7_rate,top3_pick_hit10_rate,top3_pick_avg_filter_universe,top3_any_day1_green_rate,top3_any_hit3_rate,top3_any_hit5_rate,top3_any_day2_non_loss_rate
blitz_1d_fast_feedback,formal_new_or_accel_or_mainline,final_2026,2026-01,20,20,0.2,0.55,0.75,0.8,0.55,4.6314,4.6358,0.4306,-2.0265,-3.9737,0.65,0.55,0.45,0.3,0.1,175.9,20,60,0.1667,0.5167,0.7167,0.8333,0.6,4.6547,4.1659,1.0747,1.0367,-0.29,0.6833,0.5833,0.3833,0.25,0.15,175.9,0.95,0.85,0.6,0.8
blitz_1d_fast_feedback,formal_new_or_accel_or_mainline,final_2026,2026-02,14,14,0.1429,0.4286,0.4286,0.8571,0.6429,5.0817,3.9634,1.3128,0.3256,1.0605,0.7857,0.7143,0.3571,0.3571,0.1429,170.64,14,42,0.0952,0.4286,0.6667,0.9048,0.5952,4.3836,3.7756,0.2759,0.75,1.0205,0.7143,0.619,0.3571,0.1905,0.0714,170.64,1.0,1.0,0.7857,0.7857
blitz_1d_fast_feedback,formal_new_or_accel_or_mainline,final_2026,2026-03,22,22,0.0,0.4091,0.5,1.0,0.7273,5.9271,5.8148,3.8472,4.3142,4.7217,0.8636,0.6818,0.5455,0.2727,0.1364,163.55,22,66,0.0303,0.5152,0.6667,0.9697,0.6061,4.7047,3.4931,1.4393,0.611,-0.6912,0.7273,0.5758,0.3939,0.2424,0.0909,163.55,1.0,0.9545,0.8182,0.8182
blitz_1d_fast_feedback,formal_new_or_accel_or_mainline,final_2026,2026-04,8,8,0.0,0.625,0.75,1.0,0.5,4.5245,5.1608,-0.154,0.5162,-0.2366,0.625,0.625,0.5,0.375,0.0,164.5,8,24,0.0,0.5417,0.625,1.0,0.625,5.4473,4.9162,1.3217,0.932,-0.2366,0.7917,0.7083,0.5,0.4167,0.0417,164.5,1.0,1.0,0.875,0.625
blitz_1d_fast_feedback,tn12_s0.50_b0.10_c30_g0.18_preheat,internal_a,2025-10,16,16,0.1875,0.3125,0.5625,0.8125,0.625,5.3536,5.5814,1.0839,3.1579,0.6387,0.8125,0.6875,0.5625,0.375,0.1875,59.81,16,48,0.1042,0.5208,0.6458,0.8958,0.4792,4.356,3.0508,0.0362,0.1767,-0.3889,0.625,0.5208,0.3542,0.2292,0.125,59.81,1.0,0.875,0.6875,0.8125
blitz_1d_fast_feedback,tn12_s0.50_b0.10_c30_g0.18_preheat,internal_a,2025-11,19,19,0.2632,0.3684,0.5789,0.7368,0.6316,3.703,4.189,0.1382,2.4774,5.6537,0.5789,0.5263,0.3684,0.2105,0.0526,50.84,19,57,0.193,0.4035,0.6316,0.807,0.5088,3.4573,2.473,-0.3291,0.1139,1.2594,0.5439,0.4737,0.3158,0.1404,0.0526,50.84,1.0,0.8947,0.6316,0.9474
blitz_1d_fast_feedback,tn12_s0.50_b0.10_c30_g0.18_preheat,internal_b,2025-12,21,21,0.0,0.619,0.8095,1.0,0.4762,4.3899,3.6397,-0.2346,-1.2632,-1.866,0.7143,0.619,0.381,0.0952,0.0476,52.38,21,63,0.0476,0.619,0.7619,0.9524,0.4286,3.5139,3.0476,-0.6149,-0.5975,-1.866,0.619,0.5238,0.2698,0.0952,0.0159,52.38,1.0,0.8095,0.4762,0.7143
blitz_1d_fast_feedback,tn12_s0.50_b0.10_c30_g0.18_preheat,final_2026,2026-01,14,14,0.3571,0.5,0.6429,0.6429,0.5714,3.1862,2.8356,-0.727,-1.7545,-1.2478,0.6429,0.4286,0.3571,0.1429,0.0,45.43,14,42,0.1429,0.5476,0.5952,0.8571,0.5,3.3308,2.8356,-0.3969,-0.659,-1.0531,0.6429,0.4762,0.3095,0.1667,0.0,45.43,1.0,0.8571,0.6429,0.7857
blitz_1d_fast_feedback,tn12_s0.50_b0.10_c30_g0.18_preheat,final_2026,2026-02,10,10,0.1,0.4,0.5,0.9,0.5,3.5394,3.0755,-0.4167,1.9858,2.6256,0.8,0.6,0.2,0.1,0.0,46.1,10,30,0.1,0.5,0.5333,0.9,0.5333,3.5641,3.0755,-0.1323,0.7935,0.5071,0.6667,0.5333,0.3,0.1333,0.0667,46.1,1.0,0.9,0.7,0.9
blitz_1d_fast_feedback,tn12_s0.50_b0.10_c30_g0.18_preheat,final_2026,2026-03,16,16,0.1875,0.5625,0.625,0.8125,0.4375,2.7816,2.5497,-1.1966,-0.4014,-3.6901,0.5625,0.375,0.25,0.0,0.0,28.88,16,48,0.0833,0.5,0.6458,0.9167,0.5208,2.9749,2.7035,-0.3132,0.6576,-0.0344,0.6042,0.4167,0.2083,0.0625,0.0208,28.88,1.0,0.75,0.375,0.75
blitz_1d_fast_feedback,tn12_s0.50_b0.10_c30_g0.18_preheat,final_2026,2026-04,5,5,0.0,0.6,0.4,1.0,0.4,4.3901,4.1249,0.9574,4.8676,-0.8547,1.0,0.8,0.2,0.2,0.0,38.8,5,15,0.0,0.5333,0.4667,1.0,0.4,3.4824,3.1456,-0.2853,2.7812,-0.8547,0.8,0.6,0.2,0.0667,0.0,38.8,1.0,0.8,0.4,0.8
