discovery_date,symbol,rank,setup_score,pre20_return_pct,pre20_super_price_divergence,pre20_main_price_divergence,pre5_return_pct,pre5_super_price_divergence,launch_start_date,launch_end_date,pullback_confirm_date,pullback_confirm_reason,launch3_return_pct,launch3_max_drawdown_pct,launch3_super_net_ratio,launch3_main_net_ratio,launch3_add_buy_ratio,pullback_super_net_ratio,pullback_main_net_ratio,pullback_support_spread_avg,pullback_depth_from_launch_peak_pct,confirm_distribution_score,overheat_return_pct,overheat_active_buy_strength,overheat_amount_anomaly,overheat_main_net_ratio,overheat_super_net_ratio,entry_overheated
2026-03-19,sz000703,3,87.57,-13.64,0.17667,0.18388,-8.65,0.09726,2026-03-19,2026-03-23,,no_pullback_confirm,12.23,0.0,0.00049,0.02689,2.07555,,,,,,,,,,,
2026-03-19,sz002493,4,86.96,-15.66,0.1646,0.14271,-7.54,0.09298,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,5.85,0.0,0.02287,0.03691,1.42405,0.02705,0.00266,-0.04039,-3.45,36.54,2.78,-3.1564,0.8956,-0.06052,-0.05268,False
2026-03-19,sh601168,5,83.48,-17.45,0.15629,0.15131,-9.85,0.06603,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,7.09,0.0,0.0313,0.01574,0.84205,0.0324,0.03364,0.01585,-7.97,29.11,-3.1,-1.9317,0.9021,-0.02634,0.0004,False
2026-03-19,sh603612,6,82.64,-9.03,0.08886,0.09695,-13.95,0.14573,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-19,sz002444,7,82.55,-14.75,0.16539,0.17843,-7.22,0.13324,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-19,sh603799,8,82.47,-19.31,0.17972,0.17189,-10.16,0.06077,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,6.11,0.0,0.00089,0.01811,0.90251,0.04919,0.08284,-0.02032,-3.52,33.32,6.0,-0.302,1.1165,-0.00288,0.00275,False
2026-03-19,sz002254,9,81.48,-11.85,0.12618,0.12953,-13.83,0.16931,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-19,sz002440,10,81.26,-16.92,0.16271,0.1544,-10.39,0.07275,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-20,sz002407,1,98.9,-15.81,0.15322,0.13854,-16.82,0.13866,2026-03-24,2026-03-26,2026-03-27,pullback_absorption_confirm,5.74,0.0,0.01865,0.03076,1.37507,0.07595,0.0877,-0.133,-6.79,38.0,9.04,1.4026,1.0915,0.02649,0.0271,False
2026-03-20,sh603799,2,98.31,-22.06,0.20164,0.18571,-15.44,0.10293,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,6.11,0.0,0.00089,0.01811,0.90251,0.04919,0.08284,-0.02032,-3.52,33.32,4.23,2.4184,1.0831,0.02979,0.02278,False
2026-03-20,sh601168,3,96.62,-18.14,0.16236,0.15322,-12.99,0.09814,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,7.09,0.0,0.0313,0.01574,0.84205,0.0324,0.03364,0.01585,-7.97,29.11,-2.05,-0.444,0.8742,-0.00954,0.00851,False
2026-03-20,sh601615,4,96.29,-12.98,0.1191,0.10055,-11.84,0.11175,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-20,sz000425,5,94.84,-13.06,0.14817,0.15608,-9.37,0.07908,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,4.97,0.0,0.01469,0.06644,1.44632,0.0096,0.13282,0.11549,-5.88,12.0,-0.86,5.5289,0.7162,0.05216,-0.00417,False
2026-03-20,sz002080,6,94.11,-12.28,0.13423,0.13264,-8.79,0.07117,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-20,sh600711,7,93.55,-26.59,0.22401,0.17862,-13.77,0.09428,2026-03-24,2026-03-26,2026-03-27,pullback_absorption_confirm,5.14,-1.23,0.04477,0.04169,0.8373,0.06634,0.08326,-0.09764,-4.37,51.62,7.99,0.6372,1.1154,0.00828,0.0108,False
2026-03-20,sz002759,8,93.22,-14.11,0.13217,0.11615,-11.28,0.10093,2026-03-23,2026-03-25,,no_pullback_confirm,4.5,0.0,-0.00246,0.00995,1.43905,,,,,,,,,,,
2026-03-20,sh603979,9,93.12,-25.17,0.24453,0.23026,-12.31,0.1256,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,11.51,0.0,0.03147,0.07667,0.88665,-0.06094,-0.02176,0.0332,-7.08,48.25,3.37,4.3512,1.3068,0.05209,0.01101,False
2026-03-20,sz002340,10,92.51,-15.16,0.15061,0.13864,-11.45,0.05723,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-23,sz002342,1,98.7,-37.41,0.36664,0.32974,-15.93,0.17973,2026-03-26,2026-03-30,2026-04-08,pullback_absorption_confirm,7.03,0.0,0.02466,0.04421,1.40174,0.13847,0.11828,0.44592,-4.94,12.0,23.65,2.5051,1.2197,0.01844,0.03732,True
2026-03-23,sz002532,2,98.28,-15.14,0.15648,0.15515,-16.11,0.13726,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,4.36,0.0,0.01473,0.03553,1.28607,0.06479,0.08672,-0.11954,-3.82,38.0,6.54,3.5323,0.8188,0.03348,0.01473,False
2026-03-23,sz002379,3,96.99,-13.74,0.1335,0.12606,-14.53,0.14885,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,5.13,0.0,-0.00775,0.03629,1.36014,0.04986,0.02947,-0.10309,-3.87,38.0,8.42,3.0934,0.8555,0.03127,-0.0042,False
2026-03-23,sh600141,4,96.87,-17.72,0.1677,0.17031,-14.77,0.10727,2026-03-26,2026-03-30,2026-03-31,pullback_absorption_confirm,5.15,0.0,0.03016,0.05316,0.85337,0.00895,-0.07353,0.09253,-4.32,69.76,3.99,0.1232,0.7096,0.00458,0.00693,False
2026-03-23,sz002165,5,96.03,-17.95,0.20364,0.16945,-17.2,0.13329,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-23,sz000807,6,94.84,-11.42,0.11391,0.11182,-16.16,0.14838,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-23,sz002759,7,94.23,-25.96,0.25287,0.23897,-14.66,0.12165,2026-03-23,2026-03-25,,no_pullback_confirm,4.5,0.0,-0.00246,0.00995,1.43905,,,,,,,,,,,
2026-03-23,sz002558,8,92.77,-23.34,0.22829,0.22179,-8.25,0.05675,2026-03-30,2026-04-01,2026-04-02,pullback_absorption_confirm,10.37,0.0,0.02448,0.02102,1.82844,0.03691,0.08709,-0.04879,-3.4,29.56,9.59,0.1631,0.8338,0.01884,0.01514,False
2026-03-23,sz002270,9,92.39,-21.78,0.22248,0.20914,-11.75,0.09073,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,4.21,0.0,0.01235,0.00131,1.34738,-0.01973,-0.08855,0.04929,-4.46,58.17,1.96,-1.9729,0.7023,-0.01117,0.0079,False
2026-03-23,sz000703,10,92.31,-19.1,0.22412,0.23268,-11.15,0.08964,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,8.11,0.0,0.05098,0.0645,1.93535,0.03051,0.08327,-0.12498,-5.41,48.0,4.98,5.0446,0.774,0.05525,0.0414,False
2026-03-24,sh600547,1,100.0,-21.26,0.19105,0.17184,-16.76,0.11887,2026-03-26,2026-03-30,2026-04-02,pullback_absorption_confirm,6.99,0.0,0.02424,0.04068,0.9068,-0.08786,-0.14674,0.06143,-4.1,68.84,3.44,0.7826,0.8666,0.01861,0.00797,False
2026-03-24,sz000960,2,100.0,-17.91,0.16487,0.15102,-13.83,0.11328,2026-03-26,2026-03-30,2026-04-01,pullback_absorption_confirm,4.44,-0.06,0.01047,0.04285,1.4084,0.03947,0.02123,-0.05864,-5.39,34.42,3.9,4.2407,0.722,0.04886,0.03354,False
2026-03-24,sz000981,3,100.0,-17.28,0.17593,0.15226,-13.92,0.18081,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-24,sz002155,4,100.0,-19.25,0.16267,0.15046,-13.47,0.11014,2026-03-26,2026-03-30,2026-04-08,pullback_absorption_confirm,8.07,0.0,0.02109,0.05127,1.36998,0.04097,0.05433,0.23238,-5.67,12.0,13.36,-1.3249,0.7479,0.00336,0.00256,False
2026-03-24,sh600489,5,99.86,-23.12,0.19772,0.18387,-18.48,0.12024,2026-03-26,2026-03-30,,no_pullback_confirm,6.83,0.0,-0.00833,0.0222,0.95135,,,,,,,,,,,
2026-03-24,sz000426,6,99.54,-29.43,0.25708,0.24209,-19.28,0.10134,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-24,sz002165,7,99.34,-20.53,0.23337,0.19973,-22.2,0.20817,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-24,sz000636,8,99.16,-16.32,0.14738,0.14031,-12.59,0.09498,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-24,sh601168,9,99.12,-24.72,0.23046,0.21439,-11.92,0.10858,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-24,sh603993,10,98.81,-27.87,0.23305,0.20111,-15.09,0.10466,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-25,sh600259,1,100.0,-20.33,0.19369,0.17937,-13.21,0.10573,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-25,sz002165,2,100.0,-21.13,0.23315,0.2005,-15.08,0.12473,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-25,sz002156,3,99.73,-16.71,0.14184,0.12079,-11.22,0.09323,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-25,sz000960,4,99.33,-22.13,0.20524,0.18974,-10.62,0.09367,2026-03-26,2026-03-30,2026-04-01,pullback_absorption_confirm,4.44,-0.06,0.01047,0.04285,1.4084,0.03947,0.02123,-0.05864,-5.39,34.42,1.53,4.6398,0.7506,0.05337,0.0364,False
2026-03-25,sz002455,5,99.26,-16.2,0.15293,0.13333,-14.29,0.11176,2026-03-25,2026-03-27,2026-03-30,pullback_absorption_confirm,15.56,0.0,0.09543,0.12557,1.59403,0.02336,-0.00296,-0.01102,-3.4,17.75,18.85,10.0572,1.1476,0.0737,0.06635,True
2026-03-25,sh603179,6,98.72,-29.33,0.26565,0.2384,-16.76,0.14189,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-25,sh600392,7,98.68,-31.46,0.28714,0.26906,-10.24,0.11411,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-25,sh600497,8,98.42,-22.1,0.20212,0.20258,-12.47,0.08102,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-25,sz002185,9,97.89,-15.94,0.14787,0.11131,-11.41,0.11678,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-25,sz002080,10,97.54,-21.58,0.20668,0.20771,-8.43,0.06768,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-26,sz001270,1,92.84,-26.75,0.22577,0.19168,-11.08,0.05947,2026-03-30,2026-04-01,2026-04-08,pullback_absorption_confirm,6.65,0.0,0.00063,0.00849,1.53577,0.05282,0.01182,0.34668,-6.7,22.0,9.14,3.4342,0.9902,0.00562,0.01866,False
2026-03-26,sz001389,2,90.57,-9.52,0.10806,0.10478,-8.0,0.07252,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-26,sh603179,3,88.57,-22.24,0.20365,0.17964,-5.17,0.06082,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-26,sz000547,4,88.29,-11.94,0.12245,0.0842,-10.84,0.07461,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-26,sz002342,5,87.81,-23.31,0.22669,0.19048,-6.75,0.05663,2026-03-26,2026-03-30,2026-04-08,pullback_absorption_confirm,7.03,0.0,0.02466,0.04421,1.40174,0.13847,0.11828,0.44592,-4.94,12.0,15.86,3.9731,1.4675,0.02225,0.041,True
2026-03-26,sh600703,6,84.99,-13.72,0.14064,0.1161,-15.9,0.11084,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-26,sz002149,7,84.39,-15.78,0.16477,0.14531,-3.43,0.04035,2026-03-26,2026-03-30,2026-03-31,pullback_absorption_confirm,13.71,0.0,0.10367,0.07465,1.57525,0.00836,-0.00846,-0.2706,-6.1,43.08,10.27,5.9114,1.947,0.05218,0.0779,False
2026-03-26,sh600343,8,82.65,-16.46,0.17168,0.15265,-5.24,0.0383,2026-03-26,2026-03-30,2026-04-14,pullback_absorption_confirm,9.99,0.0,0.18189,0.14945,1.91393,0.03889,0.02928,-0.06618,-6.2,36.88,14.04,0.0303,1.1646,0.00743,0.02791,False
2026-03-26,sz002378,9,82.38,-12.95,0.11247,0.09283,-6.84,0.05913,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-26,sz002278,10,81.46,-19.11,0.20627,0.17982,-7.95,0.07508,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-27,sh603358,1,100.0,-41.35,0.26967,0.32454,-34.91,0.09105,2026-03-27,2026-03-31,2026-04-02,pullback_absorption_confirm,13.86,0.0,0.05262,0.04889,1.12787,-0.01348,-0.02078,0.04969,-5.64,49.93,18.55,2.0674,2.366,0.02774,0.03255,True
2026-03-27,sz002378,2,96.24,-24.66,0.22649,0.2048,-9.31,0.08191,2026-04-03,2026-04-08,,no_pullback_confirm,7.85,0.0,0.02834,0.07323,1.40556,,,,,,,,,,,
2026-03-27,sh600096,3,94.68,-23.48,0.20925,0.20987,-8.76,0.08078,2026-04-03,2026-04-08,,no_pullback_confirm,6.04,0.0,0.01168,0.02043,0.83313,,,,,,,,,,,
2026-03-27,sz000510,4,92.28,-31.46,0.30156,0.28498,-8.32,0.07254,2026-04-03,2026-04-08,2026-04-09,pullback_absorption_confirm,11.65,0.0,0.0361,0.08389,1.48237,-0.07611,-0.09133,0.10583,-5.59,48.61,3.36,2.7247,0.7709,0.03953,0.01669,False
2026-03-27,sz000960,5,91.95,-29.89,0.28353,0.26742,-4.66,0.06938,2026-04-03,2026-04-08,2026-04-09,pullback_absorption_confirm,10.43,0.0,0.02601,0.03432,1.34592,-0.00914,-0.02311,0.09083,-4.26,25.87,0.43,0.9321,0.8043,0.02094,0.01216,False
2026-03-27,sh600105,6,90.67,-15.2,0.13794,0.12291,-8.21,0.06593,2026-03-30,2026-04-01,,no_pullback_confirm,10.18,0.0,0.16121,0.1661,0.83097,,,,,,,,,,,
2026-03-27,sh601628,7,89.29,-15.15,0.14202,0.14004,-9.54,0.06682,2026-04-03,2026-04-08,2026-04-24,pullback_absorption_confirm,4.43,-1.14,0.01653,0.04512,0.95988,0.08936,0.05622,0.07288,-4.9,34.12,-1.45,-0.3981,0.8543,0.00413,-8e-05,False
2026-03-27,sh600259,8,89.1,-26.44,0.24849,0.23179,-5.78,0.05773,2026-04-02,2026-04-07,,no_pullback_confirm,10.78,0.0,0.10404,0.11195,1.30005,,,,,,,,,,,
2026-03-27,sz002008,9,88.37,-14.37,0.14315,0.12367,-4.15,0.05515,2026-04-02,2026-04-07,,no_pullback_confirm,4.29,0.0,0.01757,0.07547,1.4026,,,,,,,,,,,
2026-03-27,sh600703,10,86.95,-22.69,0.22102,0.19128,-21.95,0.14701,2026-04-03,2026-04-08,2026-04-17,pullback_absorption_confirm,6.52,0.0,0.00624,0.01627,0.82688,0.02312,0.01417,-0.0058,-8.62,50.53,6.21,-4.476,0.8464,-0.02628,-0.00563,False
2026-03-30,sh603358,1,100.0,-38.35,0.27272,0.31656,-24.81,0.11161,2026-03-30,2026-04-01,2026-04-02,pullback_absorption_confirm,8.04,0.0,0.03618,0.0306,1.09535,-0.04108,-0.02327,0.09577,-7.38,49.93,7.77,1.5748,2.0685,0.02345,0.02593,False
2026-03-30,sh600096,2,85.72,-20.94,0.1855,0.18617,-5.15,0.0374,2026-04-03,2026-04-08,,no_pullback_confirm,6.04,0.0,0.01168,0.02043,0.83313,,,,,,,,,,,
2026-03-30,sh601615,3,79.55,-21.12,0.20489,0.16473,-12.3,0.10462,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-30,sz002796,4,79.05,-19.93,0.17184,0.17172,-9.95,-0.00529,2026-04-01,2026-04-03,2026-04-07,pullback_absorption_confirm,7.82,-1.98,0.05568,0.06048,1.81807,-0.02734,0.0637,0.01178,-5.93,22.0,1.65,3.3724,0.8608,0.04595,0.0254,False
2026-03-30,sh600703,5,77.03,-22.76,0.21644,0.1832,-15.65,0.06941,2026-04-03,2026-04-08,2026-04-17,pullback_absorption_confirm,6.52,0.0,0.00624,0.01627,0.82688,0.02312,0.01417,-0.0058,-8.62,50.53,9.61,-3.9878,0.8569,-0.02034,-0.00244,False
2026-03-30,sz000021,6,76.65,-17.82,0.14776,0.13784,-3.41,-0.02111,2026-04-03,2026-04-08,,no_pullback_confirm,8.5,0.0,0.03693,0.05516,1.32285,,,,,,,,,,,
2026-03-30,sh601628,7,76.11,-14.38,0.13669,0.13601,-5.33,0.02916,2026-04-03,2026-04-08,2026-04-24,pullback_absorption_confirm,4.43,-1.14,0.01653,0.04512,0.95988,0.08936,0.05622,0.07288,-4.9,34.12,0.27,-0.5671,0.8416,0.00253,-0.0002,False
2026-03-30,sz002865,8,75.8,-20.37,0.19356,0.18427,-8.45,0.02377,2026-04-07,2026-04-09,2026-04-10,pullback_absorption_confirm,7.98,0.0,0.01358,0.03677,1.40613,-0.03442,0.00648,0.07616,-8.84,12.0,2.05,-1.1973,0.8029,-0.00281,-0.0094,False
2026-03-30,sh600580,9,74.77,-12.04,0.10852,0.07379,-6.87,0.08113,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-30,sh600028,10,74.3,-17.02,0.14984,0.13486,-2.32,0.01723,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-31,sz002353,1,91.75,-23.73,0.21719,0.19425,-5.26,0.06374,2026-03-31,2026-04-02,2026-04-03,pullback_absorption_confirm,11.57,0.0,0.08208,0.10452,1.51301,0.02987,0.02693,-0.02192,-4.01,19.89,10.92,8.3439,1.3317,0.08978,0.07217,False
2026-03-31,sh600690,2,86.28,-13.92,0.12043,0.14282,-7.54,0.03522,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-31,sh601628,3,84.96,-16.86,0.16195,0.16484,-6.64,0.04622,2026-04-03,2026-04-08,2026-04-24,pullback_absorption_confirm,4.43,-1.14,0.01653,0.04512,0.95988,0.08936,0.05622,0.07288,-4.9,34.12,1.21,-0.433,0.8255,0.00509,0.00173,False
2026-03-31,sh603358,4,84.52,-33.21,0.24856,0.28378,-8.11,0.01592,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-31,sz000425,5,81.75,-17.11,0.18247,0.21188,-3.87,0.02211,2026-04-03,2026-04-08,,no_pullback_confirm,6.47,-2.06,0.03774,0.0298,1.38827,,,,,,,,,,,
2026-03-31,sh600026,6,80.37,-9.24,0.09074,0.0973,-12.37,0.09551,2026-04-03,2026-04-08,2026-04-09,pullback_absorption_confirm,4.63,0.0,0.00762,0.04433,0.84093,-0.04613,-0.07471,0.03558,-7.56,69.95,15.92,-3.0731,0.8606,-0.02295,-0.01477,False
2026-03-31,sh601319,7,79.99,-15.03,0.14277,0.12798,-7.43,0.06968,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-31,sz002595,8,79.9,-12.46,0.12746,0.12169,-3.02,0.05755,2026-04-03,2026-04-08,2026-04-09,pullback_absorption_confirm,5.33,-1.9,0.00047,0.02498,1.50247,-0.04285,-0.01149,0.17859,-3.24,28.89,2.17,1.3446,1.0514,0.01644,0.02001,False
2026-03-31,sh600458,9,79.68,-15.22,0.14157,0.12826,-8.52,0.08151,,,,no_launch,,,,,,,,,,,,,,,,
2026-03-31,sh601615,10,78.33,-12.65,0.12303,0.08624,-12.78,0.08242,,,,no_launch,,,,,,,,,,,,,,,,
